Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_alpha	pinvar	pis[1]	pis[2]	pis[3]	pis[4]	TL
14460	-18752.73	-18696.68	-56.04961	4.266747e+07	0.00425229	0.00387302	0.00290842	0.006011	0.00271924	0.0013673	0.00177296	0.00174138	0.00125783	0.00054996	0.00293497	0.00182304	0.00537807	0.00732379	0.00229185	0.00668901	0.00350324	0.00236218	0.0018283	0.00109885	0.000801111	0.00304299	0.00673339	0.00726772	0.00320962	0.000535356	0.000319136	0.000307957	0.00067732	0.00298002	0.00162947	0.00065354	0.000513411	0.000193307	0.000102448	0.000245254	0.000318041	0.00177902	0.000444092	0.000622109	0.00142317	0.000230833	0.00134588	0.000894976	0.00126453	0.999805	0.99995	1.00005	1.00019	0.1814872	3.551257e-05	0.00264284	0.185649	0.814351	0.997357	0.09922142
14470	-18746.37	-18685.54	-60.82399	4.823418e+07	0.00445396	0.00379724	0.00302239	0.00525563	0.00242079	0.0013236	0.00211955	0.00249816	0.00105665	0.000392401	0.00282765	0.0025214	0.00565243	0.00675356	0.00267419	0.00726579	0.00325507	0.0018527	0.00213274	0.0010571	0.000637931	0.00329862	0.00690958	0.00655761	0.00308887	0.000440752	0.000120811	0.000270335	0.000235771	0.00348551	0.00161063	0.000579696	0.000465757	0.000103288	0.000133892	0.000319	0.000318041	0.00176671	0.000441772	0.000487366	0.00150677	0.000191193	0.000867913	0.000607257	0.00117825	0.999817	0.999953	1.00005	1.00018	0.1821017	2.086448e-05	0.00268289	0.186088	0.813912	0.997317	0.09795633
14480	-18757.4	-18694.14	-63.26159	5.774853e+07	0.00454188	0.00344853	0.00302239	0.00581005	0.00192239	0.00121096	0.00200188	0.00215823	0.00148007	0.000470586	0.00317649	0.00187783	0.00522319	0.0073064	0.00242622	0.00721939	0.00364445	0.00191483	0.00250489	0.00115008	0.00050387	0.00372567	0.00618687	0.00631799	0.00389444	0.000391897	2.59446e-05	0.000321929	0.000540331	0.00348865	0.00152106	0.000638338	0.00024445	0.0001036	0.000193143	0.000535477	0.000378145	0.00181197	0.000553847	0.000742802	0.00137361	0.000140065	0.000978998	0.00077824	0.00154475	0.999833	0.999957	1.00004	1.00017	0.1802942	1.593717e-05	0.00256608	0.184794	0.815206	0.997434	0.09944682
14490	-18749.02	-18688.09	-60.92439	4.87807e+07	0.00394803	0.00397231	0.00281792	0.00497778	0.00199914	0.00120786	0.00187498	0.00210504	0.00117492	0.000514579	0.00284289	0.00222626	0.0055599	0.00701347	0.00201207	0.00639796	0.00355976	0.00192173	0.0025653	0.00106559	0.000841941	0.00330496	0.00611055	0.00657747	0.00354258	0.000377003	0.000342339	0.000336531	0.000613844	0.00297594	0.00158383	0.000562719	0.000352354	0.000305331	0.000113826	0.000307301	0.000407345	0.00192372	0.000439608	0.000523234	0.00153831	0.00042419	0.00122301	0.000448659	0.0014206	0.999818	0.999954	1.00005	1.00018	0.1825608	2.059738e-05	0.00271303	0.186415	0.813585	0.997287	0.0963547
14500	-18747.76	-18689.88	-57.88423	4.484605e+07	0.00443502	0.00428047	0.00294013	0.0057247	0.00230912	0.00122985	0.00179766	0.00221503	0.00118924	0.000532959	0.00312991	0.00174367	0.00585493	0.00779231	0.00261092	0.00659284	0.00367131	0.00214813	0.00196974	0.00099007	0.000724284	0.00315557	0.00610138	0.00595448	0.00354258	0.000483109	0.000134592	0.000225685	0.000365182	0.00290991	0.00168469	0.000802417	0.000400102	7.32383e-05	0.000139639	0.000411456	0.000410143	0.00213463	0.000330313	0.00065579	0.00176748	9.78234e-05	0.0012328	0.000629265	0.001214	0.99981	0.999951	1.00005	1.00019	0.181898	2.894921e-05	0.00266958	0.185943	0.814057	0.99733	0.09873856
14510	-18757.82	-18693.2	-64.61729	3.771906e+07	0.00382821	0.00385001	0.00285521	0.00520378	0.00221472	0.00126724	0.00142945	0.00204757	0.00117248	0.000289438	0.00305896	0.00203685	0.00528027	0.006339	0.00216265	0.00660116	0.00361237	0.00206637	0.00172492	0.00118276	0.000933618	0.00283407	0.00720897	0.00535781	0.00380444	0.000497631	1.36505e-05	0.000275138	0.000429357	0.00278552	0.00118839	0.000605574	0.00040509	5.41206e-05	0.000245907	0.000312274	0.000275352	0.00200639	0.000675384	0.000384961	0.00124798	0.000295222	0.00104862	0.000993414	0.00178492	0.999793	0.999947	1.00005	1.00021	0.1792048	1.362246e-05	0.00249712	0.184009	0.815991	0.997503	0.09388721
14520	-18744.22	-18677.68	-66.53504	3.445414e+07	0.00411881	0.00342811	0.00229901	0.00490422	0.00226938	0.0010326	0.00181774	0.00204757	0.00139954	0.000422426	0.00262771	0.00189662	0.00535706	0.00753125	0.00219196	0.00609433	0.0033041	0.00167882	0.00167705	0.000797832	0.000583935	0.00298601	0.00631954	0.00563752	0.00274838	0.000353279	2.13433e-05	0.000449476	0.000374216	0.00254951	0.00131428	0.000650404	0.000433517	4.80573e-05	0.000171464	0.000368388	0.000316479	0.00186516	0.000156494	0.000373295	0.00122295	0.000252426	0.00104945	0.000972126	0.000888537	0.999783	0.999945	1.00005	1.00022	0.1779225	1.094698e-05	0.00241732	0.183081	0.816919	0.997583	0.0890024
14530	-18747.95	-18690.01	-57.93961	4.005839e+07	0.00384489	0.00333874	0.00277563	0.00449027	0.001953	0.0011726	0.00139734	0.00201354	0.00106679	0.000464295	0.00296389	0.00149098	0.00541424	0.00649477	0.00218249	0.00540617	0.00297135	0.00161042	0.00211881	0.000906639	0.000602886	0.003092	0.00623433	0.00656651	0.00274838	0.000234073	7.06752e-05	0.000420971	0.000436095	0.00275987	0.00123243	0.000448277	0.000464396	8.93084e-05	0.000128214	0.000235909	0.000505983	0.00181698	0.000347531	0.00038785	0.00155126	0.000224314	0.000896122	0.000924984	0.000943993	0.999799	0.999949	1.00005	1.0002	0.1769025	2.83969e-05	0.0023549	0.182339	0.817661	0.997645	0.0874402
14540	-18745.97	-18683.01	-62.96507	3.636259e+07	0.00458505	0.00415342	0.00249134	0.00490758	0.00150815	0.0011023	0.00184414	0.00194241	0.0011433	0.000282082	0.00286625	0.00173925	0.00465218	0.00634934	0.00257706	0.00581357	0.00353825	0.00197984	0.00150195	0.00105192	0.000759788	0.003092	0.00635082	0.00569009	0.00291354	0.000355138	5.57642e-05	0.000230365	0.000376496	0.0031179	0.0012353	0.000547603	0.00037188	0.000150129	0.000113155	0.000181542	0.000290679	0.00179712	0.000486106	0.000408611	0.0012256	0.000124502	0.00103537	0.000858004	0.000959551	0.999789	0.999946	1.00005	1.00021	0.1792521	1.627463e-05	0.00250009	0.184043	0.815957	0.9975	0.08875644
14550	-18750.86	-18684.46	-66.40239	4.428406e+07	0.00416266	0.00441206	0.00278617	0.00570205	0.0020699	0.00115491	0.00167387	0.00229148	0.000989614	0.000564231	0.00273242	0.00151279	0.00550525	0.00745703	0.00227963	0.00616454	0.00338708	0.00212167	0.00188352	0.00105192	0.000606153	0.00312442	0.00559638	0.00561008	0.00292037	0.00030242	9.31867e-05	0.000242687	0.000616461	0.00328972	0.00167742	0.000606854	0.000370454	0.000150129	0.000197289	0.000270065	0.000188831	0.00220085	0.000215553	0.000352764	0.00163883	0.000318213	0.000964006	0.000652544	0.000843818	0.999809	0.999951	1.00005	1.00019	0.1785531	1.115917e-05	0.00245637	0.183538	0.816462	0.997544	0.09295231
14560	-18749.58	-18687.94	-61.64634	4.977069e+07	0.00476774	0.00387026	0.00281424	0.00504896	0.0016113	0.00112717	0.00165118	0.00220769	0.00123468	0.000356528	0.00247711	0.00172558	0.00518998	0.00712946	0.00232028	0.00628458	0.00342892	0.0017247	0.00192522	0.000914188	0.000640032	0.00311758	0.00550203	0.00592692	0.00337206	0.000542804	9.59329e-05	0.000345512	0.000720125	0.00281438	0.0016381	0.000600079	0.00047403	0.000247309	0.000108371	0.000350334	0.00053412	0.00150947	0.000428589	0.000858121	0.0013317	0.000211467	0.00108848	0.000653542	0.00133545	0.99982	0.999954	1.00005	1.00018	0.1816057	1.892125e-05	0.00265054	0.185734	0.814266	0.997349	0.0922563
14570	-18748.88	-18686.7	-62.18539	5.422734e+07	0.00424734	0.00380963	0.00261192	0.00504896	0.00225398	0.00132788	0.00184292	0.00245853	0.000770688	0.000425667	0.00245746	0.00165726	0.00491991	0.00721951	0.00251168	0.0064111	0.0030298	0.00199881	0.00166108	0.000995709	0.000574831	0.00266428	0.00579506	0.00544565	0.00299456	0.00050903	0.000186945	0.000143747	0.000317526	0.00278012	0.00143391	0.000809659	0.000460758	3.42636e-05	0.000276937	0.000511719	0.000294458	0.00223022	0.000468737	0.000345865	0.0012712	0.000271576	0.000988501	0.000627353	0.00100953	0.999827	0.999956	1.00004	1.00017	0.1792177	1.777398e-05	0.00249793	0.184019	0.815981	0.997502	0.09010626
14580	-18740.66	-18680.62	-60.03596	4.189088e+07	0.00421613	0.00315092	0.00244646	0.00527461	0.00159984	0.00091101	0.00184292	0.00197663	0.00116626	0.000395434	0.00293857	0.00155949	0.00537034	0.00667799	0.00255705	0.00591251	0.00328511	0.00217094	0.00182285	0.000858885	0.000569659	0.00275749	0.00576243	0.0055569	0.00327782	0.000394336	0.000441343	0.000252995	0.000539955	0.0030348	0.00153591	0.000589913	0.000249381	1.42709e-06	0.000194361	0.000414562	0.000361058	0.00173896	0.000471751	0.000402467	0.00155243	0.00013998	0.00109117	0.000666927	0.000912264	0.999804	0.99995	1.00005	1.0002	0.1776066	2.253808e-05	0.00239788	0.182852	0.817148	0.997602	0.08904423
14590	-18747.54	-18687.7	-59.84532	5.763102e+07	0.00432307	0.00378403	0.00260571	0.005283	0.0016712	0.000824866	0.00184257	0.00205729	0.00099047	0.000408528	0.00252348	0.00196709	0.00502267	0.00635098	0.00226229	0.00591251	0.00361921	0.0019001	0.00155764	0.00094675	0.000576876	0.00279735	0.00545531	0.00538624	0.00285628	0.0006888	0.000186204	0.000465876	0.000536986	0.00301412	0.00157847	0.000467907	0.000295288	1.18843e-05	0.000155425	0.00031967	0.000324128	0.00190646	0.000418415	0.000501713	0.00129284	0.000181799	0.000923876	0.000405556	0.00124121	0.999833	0.999957	1.00004	1.00017	0.1783337	2.299172e-05	0.00244274	0.183379	0.816621	0.997557	0.08784216
14600	-18743.23	-18678.94	-64.28065	6.479852e+07	0.00344182	0.00360593	0.00258432	0.00486075	0.00178496	0.000956414	0.00176653	0.00194676	0.000925609	0.000274109	0.00312901	0.00180655	0.00506163	0.00594629	0.00191847	0.00595811	0.00268146	0.00183817	0.00175195	0.000715543	0.000750004	0.00282043	0.0053677	0.00563876	0.00315138	0.000418615	0.000352189	0.000234288	0.000556439	0.00299551	0.00149363	0.000549926	0.000546978	6.51711e-05	0.000154111	0.000229385	0.000310486	0.00167923	0.000228916	0.000501713	0.00130618	0.000189093	0.000950159	0.000827092	0.00139266	0.999842	0.99996	1.00004	1.00016	0.1772645	1.401002e-05	0.00237695	0.182603	0.817397	0.997623	0.08566445
14610	-18746.62	-18684.77	-61.84596	6.773579e+07	0.00344182	0.00296891	0.0022634	0.00457425	0.00142354	0.000971878	0.00143264	0.00210153	0.000942576	0.000308263	0.00242855	0.0011618	0.00497976	0.00527617	0.00183239	0.00542137	0.00264569	0.00173331	0.00152105	0.000687729	0.000567089	0.00332149	0.00529482	0.0058727	0.00317525	0.000317663	9.80544e-05	0.000118888	0.000473137	0.00218972	0.00112303	0.000549063	0.000403819	2.71386e-05	0.000251689	0.000285165	0.000237222	0.00164952	0.000405953	0.000502721	0.00105402	0.000189093	0.0010786	0.000693893	0.000975379	0.999846	0.99996	1.00004	1.00015	0.1743206	1.822026e-05	0.00220113	0.180447	0.819553	0.997799	0.07897175
14620	-18737.53	-18676.82	-60.71123	7.770076e+07	0.00342625	0.00312952	0.00224839	0.00452956	0.00196015	0.00101949	0.00140785	0.00199214	0.00098514	0.000332418	0.00231529	0.00145788	0.00413036	0.00537702	0.00147359	0.00565672	0.00307146	0.00192701	0.00164598	0.00084159	0.000530794	0.00273936	0.00522914	0.00545463	0.00306857	0.000424206	0.000104144	0.000338712	0.00047533	0.00270593	0.00108515	0.000609356	0.000514013	0.000126771	9.77227e-05	0.000332077	0.000237222	0.00129207	0.000339391	0.000528502	0.00117178	0.000168579	0.00100374	0.000483721	0.00123068	0.999856	0.999963	1.00004	1.00014	0.1745347	2.067484e-05	0.00221365	0.180605	0.819395	0.997786	0.07921939
14630	-18752.27	-18691.44	-60.828	8.227484e+07	0.00380959	0.00307416	0.00212805	0.00446252	0.00155299	0.000689804	0.00134864	0.00200866	0.000960574	0.000421098	0.00247346	0.00174484	0.0048337	0.00480115	0.00183204	0.00528629	0.00275363	0.00179812	0.00166344	0.000920294	0.000621578	0.00265628	0.00574657	0.00565944	0.00282498	0.000562675	0.000292917	0.000190588	0.000326193	0.00278344	0.00125821	0.000519282	0.000220995	8.33912e-05	0.000257303	0.000450847	0.000170625	0.00158869	0.000247666	0.000280108	0.00165679	0.000330657	0.000760424	0.000459269	0.00102596	0.99986	0.999965	1.00004	1.00014	0.1734858	2.041315e-05	0.0021527	0.179831	0.820169	0.997847	0.07953792
14640	-18743.39	-18678.95	-64.43598	9.958234e+07	0.00280409	0.0030353	0.00208896	0.00460188	0.0016614	0.000885008	0.00175431	0.00161628	0.00103664	0.000498883	0.00258038	0.0016925	0.00477071	0.00529344	0.00158986	0.00482734	0.00293878	0.00118765	0.00173931	0.00097101	0.000552857	0.00254113	0.00551693	0.0049994	0.00309377	0.000409407	0.000202152	0.000292586	0.000443569	0.00273771	0.00132956	0.000472722	0.000321514	3.90997e-06	0.000273399	0.000280557	0.000212381	0.00154124	0.000579468	0.000496731	0.00122722	0.000194961	0.000945136	0.000667385	0.00076085	0.999872	0.999967	1.00003	1.00013	0.1717792	1.36402e-05	0.00205567	0.178564	0.821436	0.997944	0.07767029
14650	-18734.87	-18671.32	-63.55087	9.999889e+07	0.003351	0.00290369	0.00218795	0.00406732	0.0017492	0.000867332	0.00143703	0.00148648	0.00112892	0.00036416	0.00258657	0.00172455	0.00435704	0.00594391	0.00210175	0.00514548	0.00262902	0.00157769	0.0017187	0.000814501	0.000627761	0.00290128	0.00536246	0.00501608	0.00310225	0.000408404	7.5007e-05	0.000492343	0.000384015	0.00259238	0.0013008	0.000574554	0.000322131	6.46954e-06	0.000274745	0.000280557	3.22489e-05	0.00129237	0.000183237	0.000429059	0.00121999	0.00023717	0.000945136	0.000473377	0.0010431	0.999873	0.999968	1.00003	1.00013	0.1719215	1.505092e-05	0.00206366	0.17867	0.82133	0.997936	0.0777192
14660	-18737.96	-18677.4	-60.55786	8.479259e+07	0.00310524	0.00310905	0.00209935	0.00422192	0.00195826	0.00104132	0.00144674	0.00147657	0.000892175	0.000286744	0.00277861	0.00174245	0.00430729	0.00561102	0.00205899	0.00497561	0.00262902	0.00157314	0.00163223	0.00101165	0.000419011	0.00258917	0.00457066	0.00444945	0.00265407	0.000365678	7.09646e-07	0.000334555	0.000261135	0.00265923	0.0011326	0.000655678	0.000344632	0.000169867	0.000178394	0.00046779	7.36732e-05	0.00139118	0.000482379	0.000350174	0.00136123	0.000199106	0.000742122	0.000641308	0.000682382	0.999862	0.999965	1.00004	1.00014	0.1720672	2.092918e-05	0.00207186	0.178779	0.821221	0.997928	0.07513355
14670	-18738.27	-18676.13	-62.13864	9.83624e+07	0.00346385	0.00357915	0.0020063	0.00420494	0.0019566	0.00095516	0.00151266	0.00175801	0.00100924	0.000322021	0.00271068	0.00119068	0.00446387	0.00587125	0.00224638	0.00538475	0.00294253	0.00166128	0.00163889	0.000827285	0.000560276	0.00273919	0.00509524	0.00538677	0.00296386	0.000388469	8.72815e-05	0.000179638	0.000286441	0.00234381	0.00104663	0.000481228	0.000359305	0.000320594	0.000231722	0.00035871	0.000100844	0.00131738	0.000238713	0.000646979	0.00132832	0.000232603	0.000830482	0.00075682	0.000962945	0.999872	0.999968	1.00003	1.00013	0.1712433	1.763081e-05	0.00202574	0.178165	0.821835	0.997974	0.07894979
14680	-18746.39	-18677.97	-68.42131	7.478126e+07	0.00334724	0.00378638	0.00264236	0.00490928	0.00184262	0.00113043	0.00171212	0.00175118	0.00100924	0.000264364	0.00282325	0.00146113	0.00424302	0.00590731	0.00188791	0.00522231	0.00278376	0.00142358	0.00157743	0.0009037	0.000549062	0.00286807	0.00550249	0.0052188	0.00261184	0.000495515	6.84958e-05	0.000237702	0.00037066	0.00280088	0.00144739	0.000404395	0.000232066	0.000175081	0.000193024	0.00031991	0.00014025	0.00126742	0.000176961	0.000381938	0.000942389	0.000174106	0.000699654	0.000289355	0.000884048	0.999853	0.999962	1.00004	1.00015	0.1727482	8.774737e-06	0.00211044	0.179285	0.820715	0.99789	0.07908012
14690	-18745.61	-18684.58	-61.03114	7.589554e+07	0.00423315	0.00314251	0.00209501	0.00438006	0.00145535	0.00110144	0.00177635	0.00214434	0.00111188	0.000489362	0.00282325	0.00162064	0.00465108	0.00621903	0.00196136	0.00552538	0.00310058	0.00160957	0.00166927	0.000821437	0.000341711	0.00286807	0.00567797	0.00547276	0.00284121	0.000302384	7.6101e-05	0.000315824	0.000345824	0.00250424	0.0013959	0.000723808	0.000287364	0.000192986	0.000140734	0.000172808	7.25559e-05	0.00173148	0.000507185	0.000381938	0.000942389	0.000249876	0.000743462	0.000530801	0.000812893	0.999854	0.999963	1.00004	1.00015	0.1759518	2.000801e-05	0.00229758	0.181645	0.818355	0.997702	0.08156333
14700	-18748.28	-18685.95	-62.33004	7.495618e+07	0.00390441	0.00383976	0.00256395	0.00508027	0.00162985	0.00105188	0.00169655	0.00200275	0.00142331	0.000297431	0.00235181	0.0017601	0.00513013	0.00699446	0.00256326	0.00589257	0.00283407	0.00178901	0.0014899	0.000796801	0.000607949	0.002901	0.00618369	0.00555688	0.00276839	0.000459441	0.000132505	0.000294193	0.000225181	0.00259572	0.00131421	0.000407825	0.000354381	9.49915e-05	0.000362994	0.000256158	0.000285623	0.00173148	0.000239096	0.000431346	0.00114667	9.56993e-05	0.000880566	0.000650931	0.0015211	0.999853	0.999963	1.00004	1.00015	0.1749124	1.741407e-05	0.00223584	0.180882	0.819118	0.997764	0.08659031
14710	-18736.6	-18677.7	-58.89577	7.50534e+07	0.00317076	0.00293012	0.00233993	0.00491216	0.00151459	0.0011142	0.00124788	0.00186592	0.00116569	0.000424021	0.00249005	0.0014973	0.00455992	0.00625581	0.00194733	0.00530964	0.00319453	0.00150508	0.00150539	0.00097286	0.000425022	0.00271173	0.00530859	0.00544738	0.00248397	0.000363	0.000319237	0.000211155	0.000302716	0.002706	0.00113169	0.000569409	0.00041075	3.68266e-05	0.000163708	0.000392992	0.000304669	0.00150175	0.000523764	0.000565107	0.00109821	0.000258784	0.000683015	0.000429452	0.00102142	0.999853	0.999964	1.00004	1.00015	0.1740957	2.529667e-05	0.00218802	0.180281	0.819719	0.997812	0.0792935
14720	-18739.93	-18675.79	-64.14285	7.080976e+07	0.00364387	0.00381814	0.00218289	0.00508132	0.00182003	0.0011142	0.00181216	0.001939	0.00120373	0.000457127	0.00224201	0.00183114	0.00459723	0.00603203	0.00193961	0.00544809	0.00299493	0.00206534	0.00164823	0.000982322	0.000460404	0.00280276	0.00518711	0.00475749	0.00332536	0.000364595	0.000278802	0.000211155	0.000301388	0.00255786	0.00154757	0.000616891	0.000371486	6.52119e-06	0.000119938	0.000362975	0.000290722	0.00195515	0.000479558	0.000323834	0.00112777	0.000233623	0.000752561	0.000752944	0.000920893	0.999849	0.999962	1.00004	1.00015	0.1757031	1.418108e-05	0.00228272	0.181463	0.818537	0.997717	0.08296274
14730	-18747.09	-18687.73	-59.35432	6.775482e+07	0.00436695	0.00350875	0.00241007	0.00503848	0.00152466	0.00107202	0.00151886	0.001959	0.000994118	0.000574249	0.00252178	0.00183263	0.00424637	0.00621492	0.00269663	0.00540641	0.00275009	0.00187577	0.00184368	0.000980437	0.000518771	0.00280526	0.00512827	0.00530831	0.00283393	0.000364595	0.000412718	7.18389e-05	0.000419569	0.00219094	0.00149241	0.000519891	0.000558646	2.20158e-05	0.000127388	0.000306801	0.000360122	0.00166688	0.000341145	0.000198289	0.00117885	0.000163576	0.00105361	0.000732788	0.00102733	0.999845	0.999961	1.00004	1.00015	0.174191	2.414329e-05	0.00219357	0.180351	0.819649	0.997806	0.08313982
14740	-18740.25	-18681.52	-58.72935	8.172037e+07	0.00393934	0.00285198	0.0024115	0.00457297	0.00153885	0.00103287	0.00153951	0.00170721	0.00113826	0.000435118	0.00244819	0.00196072	0.00397315	0.00611226	0.00220479	0.00520974	0.00295826	0.00161435	0.00166542	0.000735958	0.000541427	0.00240666	0.00563335	0.005426	0.00287885	0.000364595	0.000307122	0.000198716	0.000206954	0.00227643	0.00150376	0.000567416	0.000257175	0.000101447	7.89275e-05	0.000469189	0.000339699	0.00147254	0.000373893	0.000382241	0.00116911	0.000237821	0.000895777	0.000582625	0.00109545	0.99986	0.999964	1.00004	1.00014	0.1767611	2.579145e-05	0.00234633	0.182236	0.817764	0.997654	0.07981763
14750	-18738.19	-18676.43	-61.75681	8.841086e+07	0.00390716	0.0036081	0.0024115	0.00444915	0.00198424	0.000963969	0.00157257	0.00210815	0.00100876	0.000435118	0.00239294	0.00176307	0.00565231	0.0059714	0.00202901	0.0055577	0.00322336	0.00178918	0.00172847	0.000988448	0.000604532	0.00326478	0.00550863	0.0049474	0.00250161	0.000320437	0.000307122	0.000268736	0.000334988	0.00231586	0.0014158	0.000597046	0.000473245	0.000105071	0.000150106	0.000367908	0.000250721	0.00184177	0.000538534	0.000511694	0.00128372	0.000109099	0.000788528	0.000589481	0.000906867	0.999865	0.999965	1.00003	1.00014	0.1757152	1.850449e-05	0.00228344	0.181472	0.818528	0.997717	0.0838483
14760	-18727.8	-18666.76	-61.04503	9.425317e+07	0.00346404	0.0029862	0.00204485	0.00407068	0.00161269	0.000959057	0.00125443	0.00165074	0.00111422	0.000330375	0.00241213	0.00166238	0.00417968	0.00572055	0.00188127	0.00485821	0.00279347	0.00165091	0.00165723	0.000924159	0.000440198	0.00253211	0.00524197	0.00516593	0.00273289	0.000303041	7.48379e-05	0.000218611	0.000402602	0.00229223	0.00119175	0.000603721	0.000507632	0.000159442	0.000173268	0.000372787	0.000273647	0.0015557	0.000124766	0.000504376	0.00122636	0.00024063	0.000810812	0.000509514	0.000833893	0.99987	0.999967	1.00003	1.00013	0.1720087	1.983916e-05	0.00206856	0.178735	0.821265	0.997931	0.07571998
14770	-18737.66	-18671.04	-66.62128	9.023716e+07	0.0035494	0.00358081	0.0019637	0.00372745	0.00162234	0.000900048	0.00141067	0.00183844	0.00106445	0.000310491	0.00282265	0.00145152	0.00438527	0.00573938	0.00154264	0.00510932	0.00246759	0.00121868	0.00154071	0.000819924	0.000552081	0.00265075	0.00527488	0.00527717	0.00259195	0.00034067	0.000307989	0.000201709	0.000322721	0.00235809	0.00128819	0.000568647	0.000502622	7.28318e-05	0.000154018	0.000219715	0.000247288	0.00148216	0.000529513	0.000446541	0.00138004	0.000161553	0.000732206	0.000427935	0.000833893	0.999866	0.999966	1.00003	1.00013	0.1731564	1.068129e-05	0.00213377	0.179587	0.820413	0.997866	0.07599064
