Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_alpha	pinvar	pis[1]	pis[2]	pis[3]	pis[4]	TL
14090	-18743.98	-18685.04	-58.93735	5.643382e+07	0.00469368	0.00446509	0.0025725	0.00530756	0.00181105	0.00140559	0.00209121	0.00191975	0.00114642	0.000390472	0.00303601	0.00200693	0.00526319	0.00647601	0.00225655	0.00627475	0.00322491	0.00184456	0.0017714	0.00109328	0.000712599	0.00347043	0.0063246	0.00542443	0.00360353	0.000405628	7.3002e-05	0.000365904	0.000439993	0.0027153	0.00159334	0.000605998	0.000461145	0.000341988	0.000215895	0.000247662	0.000291262	0.00170055	0.000252389	0.000541236	0.00142391	0.000279226	0.00118549	0.000824722	0.00126586	0.999831	0.999956	1.00004	1.00017	0.1809024	2.560909e-05	0.00260506	0.18523	0.81477	0.997395	0.09381698
14100	-18748.56	-18688.17	-60.38465	5.720425e+07	0.00353153	0.00362282	0.00243833	0.00422725	0.00186179	0.00135337	0.00155127	0.0021923	0.00122758	0.000463559	0.00256522	0.00168968	0.00500527	0.00653691	0.00254264	0.00653108	0.0026197	0.00141841	0.00140125	0.000764679	0.000484794	0.00300859	0.00622108	0.00517268	0.00285516	0.00038416	0.000289498	0.000326129	0.000341278	0.00266447	0.00135906	0.000427466	0.000390554	0.000220656	0.000286107	0.00031251	0.000199074	0.00161717	0.000289773	0.000480493	0.00108168	0.000182471	0.000838318	0.000824722	0.0010021	0.999832	0.999957	1.00004	1.00017	0.1791647	2.158342e-05	0.0024946	0.18398	0.81602	0.997505	0.08480463
14110	-18750.75	-18690.78	-59.96523	3.96575e+07	0.00375801	0.00332656	0.0021267	0.00512758	0.00163859	0.00138561	0.00142606	0.0022694	0.00119329	0.000357805	0.00287696	0.0019868	0.00460688	0.00687948	0.00226424	0.00657252	0.00328495	0.00162703	0.0015103	0.00130475	0.00046646	0.00257679	0.00567936	0.0052319	0.00237291	0.000375246	0.000501209	0.000240615	0.000418691	0.00309097	0.00130919	0.000520055	0.000496526	4.84801e-05	0.000228893	0.000407347	0.000182488	0.00163576	0.000519482	0.000471943	0.00117099	0.000250948	0.00107387	0.000563236	0.000681143	0.999798	0.999948	1.00005	1.0002	0.1747407	2.263295e-05	0.00222574	0.180756	0.819244	0.997774	0.086038
14120	-18747.44	-18690.47	-56.97199	2.772842e+07	0.00434295	0.00388686	0.00229068	0.00480911	0.00182411	0.000937934	0.00158762	0.00216997	0.00109821	0.000414574	0.00302645	0.0018066	0.00571545	0.00697224	0.00216867	0.00593765	0.00275021	0.0018266	0.00185991	0.000875837	0.000548514	0.00356867	0.00667073	0.00577642	0.00306934	0.000367159	0.000137019	0.000279669	0.000288684	0.00299705	0.00143344	0.000784351	0.000459973	4.65995e-05	0.000228893	0.000269519	0.000182488	0.00222827	0.000260266	0.000471842	0.00151507	0.000234902	0.000898418	0.000734302	0.00158576	0.999759	0.999938	1.00006	1.00024	0.1802152	3.176918e-05	0.00256105	0.184737	0.815263	0.997439	0.09133897
14130	-18744.18	-18683.53	-60.65407	3.04096e+07	0.00439679	0.00359156	0.00254098	0.00571087	0.00212152	0.00115936	0.00195933	0.00203154	0.000900709	0.0004935	0.00287229	0.00210925	0.00522712	0.00670052	0.00239417	0.0064018	0.00336306	0.00230974	0.0016747	0.0010686	0.000545829	0.00349999	0.00699829	0.00542101	0.00363815	0.00033743	3.15261e-05	0.000318516	0.000351025	0.00299083	0.00130178	0.000629067	0.000532013	2.07273e-05	0.000188694	0.000254755	0.000213648	0.00182211	0.000255305	0.000459313	0.00154149	0.000277796	0.000936305	0.000787058	0.00158595	0.99977	0.999941	1.00006	1.00023	0.1795768	2.116214e-05	0.00252055	0.184278	0.815722	0.997479	0.09396603
14140	-18751.5	-18697.55	-53.94888	3.638274e+07	0.00434048	0.00347583	0.00255643	0.00549635	0.0020906	0.0012266	0.00177171	0.0021143	0.00128568	0.000427724	0.00325706	0.00184938	0.00543354	0.00786531	0.00214823	0.00645078	0.00317841	0.00172534	0.00179324	0.00111876	0.000622092	0.00303502	0.00737908	0.00567889	0.00307153	0.000559694	0.000167807	0.000246238	0.00063691	0.00250015	0.00148067	0.000758603	0.000495221	2.45723e-05	0.000342605	0.000302865	3.34629e-05	0.00199827	0.00047365	0.000661039	0.00121476	0.000430242	0.00112141	0.000829773	0.00106979	0.999789	0.999946	1.00005	1.00021	0.1801355	4.461994e-05	0.00255597	0.18468	0.81532	0.997444	0.09474007
14150	-18746.03	-18684.83	-61.19481	3.631161e+07	0.00405209	0.00334302	0.00280673	0.00569213	0.00252473	0.00138322	0.00172479	0.00188088	0.00105757	0.000465199	0.00273104	0.00177175	0.00506781	0.00720628	0.0021552	0.00629806	0.00316897	0.00212595	0.00213132	0.000823263	0.000549467	0.00304492	0.00610705	0.00606669	0.0033671	0.000412189	0.000255275	0.00021564	0.000425641	0.00272302	0.00148067	0.00068064	0.000459827	0.000260567	0.000342605	0.000424385	0.000203759	0.00202036	0.000330961	0.000681874	0.00134066	0.000274912	0.00108927	0.000902891	0.00112456	0.999789	0.999946	1.00005	1.00021	0.1795108	1.991089e-05	0.00251638	0.18423	0.81577	0.997484	0.09319494
14160	-18755.62	-18691.08	-64.54123	4.351e+07	0.00443847	0.00414688	0.002743	0.00567614	0.00184907	0.00133223	0.00190437	0.00196424	0.00104537	0.000405411	0.00323093	0.00199335	0.00555596	0.00724187	0.0022531	0.00555689	0.00326001	0.00166151	0.00223638	0.000990398	0.000654004	0.00292587	0.00582209	0.00554034	0.00423487	0.00042546	0.000321099	0.000386961	0.000356151	0.00295476	0.0014313	0.000943588	0.00053322	5.15193e-05	0.000174352	0.00033522	0.000125809	0.00183075	0.000336117	0.000478347	0.00112637	0.000440771	0.00120117	0.000692438	0.00149356	0.999807	0.999951	1.00005	1.00019	0.1791254	1.374428e-05	0.00249213	0.183952	0.816048	0.997508	0.09430172
14170	-18740.27	-18676.9	-63.37674	5.05205e+07	0.0043557	0.00408691	0.0027419	0.00505965	0.00171389	0.00108959	0.00155034	0.00198894	0.000948418	0.00041264	0.00281766	0.00173035	0.00472577	0.00624151	0.00225534	0.00553028	0.0031318	0.00192095	0.00164044	0.000990398	0.000653241	0.00283859	0.00654937	0.0054473	0.00309417	0.00032402	0.000248601	0.000243158	0.000356151	0.00271094	0.00131831	0.000710156	0.000568192	0.000165223	0.000488645	0.000146387	0.000163994	0.00150726	0.000247096	0.000460994	0.00127156	0.000357274	0.00106027	0.000778781	0.00098005	0.999821	0.999954	1.00005	1.00018	0.1761846	1.552209e-05	0.00231154	0.181815	0.818185	0.997688	0.0876222
14180	-18747.07	-18684.12	-62.94784	4.206116e+07	0.00402384	0.00344719	0.00208431	0.00468037	0.00199721	0.0013604	0.00162685	0.0018352	0.00112937	0.000608929	0.00286333	0.0015279	0.00512085	0.0060228	0.002017	0.00553192	0.00302831	0.00168774	0.00171533	0.000858712	0.000632554	0.00285417	0.0061186	0.00511785	0.00277733	0.000338494	3.36417e-05	0.000558676	0.000475615	0.00251905	0.0015363	0.000660108	0.000229488	0.000273305	0.000152688	0.000331501	0.00021573	0.00142858	0.000684793	0.000460994	0.00100662	0.000179286	0.000824492	0.000845816	0.00103342	0.999804	0.99995	1.00005	1.0002	0.176102	1.622241e-05	0.00230658	0.181755	0.818245	0.997693	0.08445665
14190	-18740.89	-18683.16	-57.72292	4.86165e+07	0.00374059	0.00351844	0.00240881	0.00512937	0.00173319	0.000873626	0.00166907	0.00199376	0.00122115	0.000384201	0.00297358	0.00155779	0.00512085	0.00609266	0.0022928	0.0055129	0.0031131	0.00149684	0.00157096	0.000906901	0.000599373	0.00288141	0.00613053	0.0056556	0.00306692	0.000385442	0.00019494	0.000457675	0.000416224	0.00244936	0.00146248	0.000593406	0.000295809	9.22962e-05	0.000455477	0.000367054	0.000101978	0.00168097	0.000247755	0.000226138	0.00144608	0.000105613	0.00092795	0.000959919	0.00089093	0.999818	0.999953	1.00005	1.00018	0.1735614	2.901234e-05	0.00215706	0.179887	0.820113	0.997843	0.08540191
14200	-18735.21	-18673.06	-62.14691	4.335062e+07	0.00362646	0.00312174	0.00204369	0.00489086	0.00165384	0.00099266	0.00156826	0.00177283	0.000961741	0.000336749	0.00285035	0.00161978	0.00441292	0.0064395	0.00212403	0.005216	0.00310317	0.00166849	0.00166375	0.000913847	0.000551017	0.00308111	0.00570051	0.00503018	0.00297909	0.000533393	0.000177959	0.00024827	0.00052217	0.00281809	0.00160005	0.000412639	0.000291131	6.63355e-05	0.000258171	0.000481068	0.000199525	0.00168886	0.000240446	0.000363794	0.00124386	0.000209865	0.00103755	0.000522263	0.000928841	0.999807	0.999951	1.00005	1.00019	0.175312	1.768568e-05	0.00225946	0.181176	0.818824	0.997741	0.08216685
14210	-18735.55	-18675.2	-60.34696	3.363764e+07	0.00375853	0.00305047	0.00209438	0.00453376	0.00169271	0.000998583	0.00153574	0.0018734	0.00103417	0.000515608	0.00282523	0.00175051	0.00428722	0.00631589	0.00203658	0.00521404	0.0028715	0.00141135	0.00173683	0.000826174	0.000540552	0.00301377	0.00536108	0.00529151	0.00291419	0.000432906	0.000289385	0.000217127	0.000342822	0.00248065	0.00127485	0.00054714	0.000608543	7.0523e-05	0.000320777	0.000365581	8.49596e-05	0.00167154	0.000204346	0.000444764	0.00161984	0.000108884	0.00084973	0.000792813	0.00111252	0.999781	0.999944	1.00006	1.00022	0.1740998	2.157815e-05	0.00218826	0.180284	0.819716	0.997812	0.08132346
14220	-18746.48	-18687.72	-58.76621	2.003671e+07	0.00380368	0.00337032	0.00221195	0.00460577	0.00207995	0.00113785	0.00172916	0.00198117	0.000867442	0.000498819	0.00265763	0.00155703	0.00482336	0.00630189	0.00219106	0.00533479	0.00253286	0.0017445	0.00180167	0.000951035	0.000663888	0.00279435	0.00550398	0.0050422	0.00320452	0.000344525	0.00020275	0.000342292	0.000413822	0.00259979	0.00138645	0.000552201	0.000277227	0.000164611	0.000266699	0.000276726	2.67924e-05	0.00172543	0.000678488	0.000265303	0.00155816	9.56527e-05	0.00114427	0.000477359	0.00157882	0.999716	0.999928	1.00007	1.00028	0.1766397	2.57987e-05	0.00233897	0.182147	0.817853	0.997661	0.08376827
14230	-18742.49	-18682.11	-60.37993	1.636969e+07	0.00371468	0.00348195	0.00219403	0.00524262	0.00156346	0.00103937	0.00153285	0.00204054	0.00104066	0.000433892	0.00244051	0.00177977	0.0044955	0.00618534	0.00213798	0.0057646	0.00270542	0.00160724	0.00143055	0.00108708	0.000553001	0.00295107	0.00607057	0.00568685	0.00289352	0.000446011	0.000162836	0.000234179	0.000357783	0.0029488	0.00161096	0.000732057	0.000330826	0.000221987	0.000266699	0.000247098	0.000166774	0.002357	0.000556889	0.000454919	0.00139963	0.000234961	0.0012332	0.000695756	0.00129162	0.999686	0.99992	1.00008	1.00031	0.1766234	2.161789e-05	0.00233799	0.182136	0.817864	0.997662	0.08602304
14240	-18750.24	-18688.99	-61.25466	1.821302e+07	0.00460259	0.00336805	0.00269053	0.00501804	0.00165694	0.00130174	0.00205126	0.00214535	0.000933253	0.000290007	0.00293668	0.00171797	0.00508127	0.00725697	0.00201397	0.00607204	0.0031677	0.00193527	0.00157136	0.00112914	0.000623093	0.00340486	0.00575104	0.00566406	0.00346381	0.000357273	0.000325017	0.000484155	0.000459985	0.00336683	0.00130447	0.000760054	0.000352777	3.71065e-05	0.000107974	0.000465749	0.000101334	0.00162877	0.000330123	0.000346925	0.00125361	0.000243251	0.00103508	0.000513763	0.00108093	0.999702	0.999924	1.00008	1.0003	0.1755153	1.970888e-05	0.00227154	0.181325	0.818675	0.997728	0.09040216
14250	-18753.86	-18698.07	-55.78326	2.379237e+07	0.00431574	0.0033946	0.00243367	0.00498156	0.00202582	0.00121717	0.0016216	0.001867	0.001267	0.000522809	0.00257283	0.00204971	0.00484467	0.00620988	0.00250841	0.00568894	0.00340508	0.00177273	0.00198939	0.000899369	0.000911773	0.0026843	0.00566745	0.00525759	0.00290876	0.000393284	5.24768e-05	0.000367815	0.000349915	0.00287072	0.00155213	0.000586722	0.000397596	0.000135947	0.000211733	0.000473009	0.000162319	0.00143748	0.000665417	0.000364647	0.00189944	0.000304074	0.00128795	0.000746948	0.000852937	0.999739	0.999933	1.00007	1.00026	0.1785657	3.611951e-05	0.00245716	0.183547	0.816453	0.997543	0.0881304
14260	-18761.23	-18696.14	-65.09051	2.914094e+07	0.00406337	0.00402096	0.00248711	0.00571345	0.00220283	0.0010828	0.00138616	0.00183471	0.00125582	0.000613028	0.00305092	0.00194599	0.0059242	0.00683193	0.00258935	0.00692646	0.0038201	0.00168436	0.00225469	0.00094748	0.000625425	0.00358548	0.00703892	0.0052314	0.00293562	0.000536566	0.000114974	0.000470534	0.0003898	0.00298682	0.0016948	0.000886641	0.000448053	0.000366675	0.000354742	0.000269311	0.000166601	0.00174484	0.000552167	0.000762841	0.00178627	0.000343759	0.00107957	0.00100912	0.000984396	0.999765	0.99994	1.00006	1.00024	0.1825157	1.297425e-05	0.00271006	0.186383	0.813617	0.99729	0.09700102
14270	-18747.66	-18691.4	-56.26654	2.809105e+07	0.00462901	0.00355147	0.00242463	0.00526592	0.00182698	0.00115288	0.00186325	0.00237891	0.00136852	0.000257871	0.00258889	0.0023446	0.0051042	0.00618415	0.00246658	0.00616187	0.00307551	0.00181685	0.00205807	0.000817149	0.000582676	0.00338616	0.00714369	0.00595151	0.00285576	0.000491276	5.86083e-05	0.000288444	0.00038992	0.00270157	0.0013655	0.000466498	0.000491143	0.000345584	0.00040294	0.000365414	0.000156803	0.00182754	0.000335152	0.000507788	0.00134657	0.000265958	0.00125334	0.00073082	0.00103188	0.99976	0.999939	1.00006	1.00024	0.179849	3.438653e-05	0.00253777	0.184474	0.815526	0.997462	0.09207989
14280	-18757.3	-18698.18	-59.12122	3.584137e+07	0.00435726	0.00413605	0.00326249	0.00555015	0.00200844	0.00133571	0.00158463	0.0021824	0.000818258	0.000418328	0.00277132	0.00227342	0.00580499	0.00714106	0.0023485	0.00686941	0.00306776	0.0023519	0.00223625	0.00132317	0.000779411	0.00290476	0.00675587	0.00605361	0.00404406	0.000462001	2.9684e-05	0.000502858	0.000595312	0.00325636	0.0017875	0.000748906	0.00054014	0.000135858	0.000234207	0.000412625	0.000122787	0.00213076	0.000499392	0.000429565	0.00202932	0.000202646	0.000929247	0.000687738	0.00142981	0.999788	0.999946	1.00005	1.00021	0.1820994	2.525477e-05	0.00268274	0.186086	0.813914	0.997317	0.09954593
14290	-18749.29	-18688	-61.2948	3.638172e+07	0.00482289	0.00401174	0.00289699	0.00526938	0.00219414	0.00124243	0.00194928	0.00244245	0.00121149	0.000427044	0.0031759	0.00231792	0.00537597	0.00754708	0.00225239	0.00641385	0.0033062	0.00209256	0.0021182	0.00144909	0.000800414	0.00350521	0.00770787	0.00585564	0.0033976	0.000415693	9.87567e-05	0.000498741	0.000352509	0.00317186	0.00144055	0.000755704	0.000518109	0.000182474	0.000415715	0.000502368	4.83075e-05	0.00137104	0.000541595	0.000562758	0.00147942	0.000240334	0.00114096	0.000805046	0.00122192	0.999789	0.999946	1.00005	1.00021	0.1837596	1.983975e-05	0.00279262	0.187266	0.812734	0.997207	0.09954756
14300	-18770.62	-18713.8	-56.81861	3.345384e+07	0.00479581	0.00454392	0.00327006	0.00574801	0.00241987	0.00145416	0.00187137	0.00187329	0.00152494	0.000558648	0.00350241	0.00251776	0.00568586	0.00669269	0.00249467	0.00655429	0.00399863	0.00166496	0.0020182	0.000910254	0.000665083	0.00358343	0.00781079	0.00630688	0.00369339	0.000450113	0.000216043	0.000360974	0.000297504	0.00297986	0.00155724	0.00101179	0.000231248	9.87325e-05	0.000687179	0.000509585	0.000460731	0.00188197	0.000426484	0.000952194	0.00167928	0.000313739	0.00103006	0.00111632	0.00139464	0.99978	0.999944	1.00006	1.00022	0.1853195	3.278496e-05	0.00289815	0.188368	0.811633	0.997102	0.1038151
14310	-18749.53	-18693.73	-55.79434	2.979347e+07	0.00469995	0.00439989	0.0029474	0.006053	0.00265232	0.00142234	0.00175239	0.002284	0.00119926	0.000574209	0.00381986	0.00214044	0.00554973	0.00672037	0.00257081	0.00696095	0.00399076	0.00214577	0.00206336	0.00116795	0.000704682	0.00358495	0.00716906	0.00648728	0.00336415	0.000540859	0.000200406	0.000413437	0.000410569	0.00315521	0.00151908	0.000823238	0.000727156	0.000505439	0.000348241	0.000437793	0.000207378	0.00207344	0.000413247	0.000619681	0.00184442	0.000265349	0.00116046	0.000818924	0.00107646	0.999767	0.99994	1.00006	1.00023	0.1852944	3.674373e-05	0.00289643	0.18835	0.81165	0.997104	0.1039857
14320	-18749.96	-18691.49	-58.47161	2.411769e+07	0.00509475	0.00397461	0.00265538	0.0057297	0.00160361	0.00119119	0.00186435	0.0019682	0.00125545	0.000700482	0.00306282	0.00189879	0.00547599	0.00813004	0.00259071	0.00717467	0.00341226	0.00207086	0.00193162	0.000977262	0.000656346	0.00324447	0.00666543	0.00633607	0.00373457	0.00032634	0.000308477	0.000285403	0.000509631	0.00300878	0.00124379	0.000997011	0.00059258	7.99225e-05	0.000443884	0.000330285	0.000303737	0.00213572	0.000284529	0.00057933	0.00131936	0.000290494	0.00116046	0.000852499	0.000903468	0.999741	0.999934	1.00007	1.00026	0.182496	2.714051e-05	0.00270876	0.186369	0.813631	0.997291	0.09935533
14330	-18749.87	-18686.77	-63.0967	2.342243e+07	0.00485467	0.00362276	0.00269332	0.00551371	0.00205697	0.00158406	0.00201707	0.00223423	0.0015917	0.000704135	0.0032848	0.00219277	0.00577298	0.0069215	0.00231772	0.00706045	0.00348355	0.00176751	0.00215955	0.00109597	0.000630219	0.00337276	0.00693771	0.0065799	0.00375149	0.000494902	8.78378e-06	0.000403168	0.000543198	0.00294351	0.00167581	0.000556204	0.000609822	0.000230817	0.000130687	0.00058783	0.000184699	0.0020823	0.000267432	0.000477246	0.00166769	0.000283709	0.00119727	0.00058762	0.00103402	0.999737	0.999933	1.00007	1.00026	0.1846649	1.625275e-05	0.0028536	0.187906	0.812094	0.997146	0.1001682
14340	-18747.9	-18691.25	-56.65863	1.535696e+07	0.00421669	0.00349966	0.00263262	0.00590147	0.00192636	0.0013108	0.00175335	0.00210836	0.00111986	0.000346652	0.00294113	0.00201744	0.00557691	0.00719451	0.00207764	0.00696877	0.00338662	0.00205341	0.00203741	0.0010067	0.000553542	0.00322914	0.00658831	0.00675025	0.00360945	0.000472231	3.80654e-05	0.000335477	0.000439868	0.00278574	0.00164125	0.000928594	0.00045938	0.000293962	0.000118792	0.000353489	0.000223834	0.0018694	0.00040916	0.000618404	0.00145792	0.000438009	0.000968295	0.000591418	0.00065622	0.999676	0.999917	1.00008	1.00032	0.1815633	3.306717e-05	0.00264778	0.185704	0.814296	0.997352	0.09590655
14350	-18749.13	-18686.56	-62.56382	1.67594e+07	0.00436494	0.00364462	0.00265526	0.00513212	0.00197812	0.00119176	0.00204541	0.00229326	0.00104987	0.000524434	0.00325319	0.00205213	0.00668779	0.00708779	0.00273936	0.00662618	0.00297788	0.00216646	0.00195288	0.00128196	0.000771205	0.00360347	0.00688002	0.00643478	0.00302995	0.000442916	1.31043e-05	0.00053399	0.000437904	0.0029886	0.00145602	0.000530744	0.00035761	0.000462755	0.000475199	0.000475024	0.000125719	0.00194179	0.000439147	0.000645801	0.00129649	0.000229737	0.0010391	0.000500873	0.00119592	0.999689	0.999921	1.00008	1.00031	0.1832217	1.720015e-05	0.00275675	0.186885	0.813115	0.997243	0.09801328
14360	-18746.29	-18687.82	-58.46201	1.607702e+07	0.00443769	0.00364462	0.00234328	0.0055782	0.00197608	0.00131172	0.00196598	0.00225243	0.00143294	0.000350245	0.00277325	0.00203394	0.00493624	0.00688199	0.00239114	0.00630851	0.00322718	0.00171639	0.0016987	0.000830124	0.00089071	0.0032789	0.00739557	0.00619875	0.00329802	0.000409198	3.03211e-05	0.000296658	0.000501907	0.00300627	0.00138588	0.000635458	0.000573059	0.000173649	0.000184422	0.000386952	0.000217401	0.00170854	0.000631099	0.000499709	0.00153197	0.000245269	0.000813806	0.000922781	0.00102575	0.999683	0.999919	1.00008	1.00032	0.1802781	2.701164e-05	0.00256506	0.184782	0.815218	0.997435	0.09433269
14370	-18746.47	-18686.8	-59.67193	2.275982e+07	0.00482355	0.00380242	0.00257783	0.00572811	0.00207394	0.00136104	0.00174297	0.00210669	0.00130994	0.000440472	0.00297815	0.00193582	0.00530277	0.00709689	0.00240069	0.00666015	0.00301122	0.0015723	0.0018234	0.00089358	0.000516138	0.00324514	0.00601292	0.00665746	0.00310917	0.000619636	0.000100305	0.000161482	0.000542547	0.00270654	0.00147706	0.000547164	0.000493686	4.47485e-05	0.000202528	0.000311728	0.00042723	0.00184245	0.000268349	0.000490648	0.00124729	0.000225762	0.000957695	0.00077788	0.000797737	0.999734	0.999932	1.00007	1.00027	0.1790358	2.358668e-05	0.00248652	0.183887	0.816113	0.997513	0.09342522
14380	-18757.31	-18697.46	-59.85083	2.215685e+07	0.00438745	0.00414939	0.00264325	0.00553915	0.00217246	0.00124034	0.00146539	0.00187131	0.00113056	0.000386547	0.0035433	0.00150832	0.00622804	0.00745817	0.00254976	0.00611056	0.0031457	0.00174316	0.00200266	0.00101131	0.000634575	0.00358087	0.00660245	0.00586104	0.00246555	0.000427331	0.000365203	0.000194042	0.000590987	0.00263114	0.00160205	0.00060001	0.000672536	0.000109687	0.000157874	0.000747971	0.000286664	0.00169332	0.000202457	0.000545354	0.00137733	0.000225762	0.000949734	0.000609754	0.00132029	0.99973	0.999931	1.00007	1.00027	0.1819343	2.316373e-05	0.00267194	0.185969	0.814031	0.997328	0.09474078
14390	-18750.15	-18693.97	-56.18814	2.130787e+07	0.00428934	0.00362354	0.00288882	0.00565873	0.00198861	0.00131938	0.00146361	0.00187131	0.00124212	0.000303517	0.00345707	0.00186334	0.00539799	0.00709368	0.00237613	0.0056193	0.00366282	0.00200086	0.00174876	0.00103497	0.000701246	0.00351933	0.00604729	0.00700518	0.0029528	0.000449931	0.000120714	0.000311091	0.000322072	0.00285106	0.00175081	0.000749088	0.00040601	0.000253728	0.00014865	0.000421187	0.000358947	0.00169332	0.000549931	0.000486445	0.00105973	0.000266594	0.000841831	0.000731879	0.00146389	0.999725	0.999929	1.00007	1.00028	0.1800891	3.477657e-05	0.00255302	0.184646	0.815354	0.997447	0.09436664
14400	-18744.97	-18683.01	-61.95322	2.409917e+07	0.00441728	0.00398226	0.00249402	0.00547241	0.00187432	0.00125246	0.00177022	0.00224814	0.0011435	0.000301082	0.00280855	0.00166994	0.00477674	0.00719067	0.00239366	0.00543904	0.0028395	0.00171407	0.00184894	0.000993645	0.000503027	0.00285008	0.00678928	0.00622347	0.00322598	0.000364415	0.000153853	0.00022522	0.00041245	0.00290174	0.00150704	0.000686913	0.000560776	0.000239309	0.000258701	0.00035312	0.000412629	0.00162263	7.25433e-05	0.000324726	0.00130698	0.000187206	0.00121224	0.000447308	0.00128798	0.999741	0.999934	1.00007	1.00026	0.1790222	1.825132e-05	0.00248566	0.183877	0.816123	0.997514	0.09076007
14410	-18744.72	-18682.18	-62.53913	2.025288e+07	0.00415744	0.00380297	0.00290531	0.0061927	0.00220071	0.00124917	0.00164654	0.00227823	0.000967965	0.000486708	0.00315989	0.00189969	0.00616761	0.00714575	0.00239366	0.00676549	0.00346362	0.00185416	0.00209286	0.000826919	0.000802171	0.00329935	0.00661777	0.00617131	0.0036927	0.000333946	0.000112191	0.000281231	0.000448381	0.00326056	0.00143264	0.000826161	0.000311548	0.000212116	0.000137442	0.00035312	0.000420211	0.00155202	0.000436845	0.00042682	0.00137516	0.000337824	0.000977045	0.000540372	0.00135576	0.999718	0.999928	1.00007	1.00028	0.1808596	1.723059e-05	0.0026023	0.1852	0.8148	0.997398	0.0973721
14420	-18749.15	-18689.3	-59.84658	2.244357e+07	0.00475002	0.00422235	0.00252733	0.00547589	0.00214219	0.00130603	0.00187352	0.00226062	0.00137117	0.00051143	0.00339114	0.00199135	0.00694162	0.00758206	0.00221825	0.00642733	0.00346067	0.00161765	0.00264291	0.00107972	0.00061467	0.00352819	0.00631625	0.00703721	0.00337867	0.000497585	9.09235e-06	0.000262888	0.000334173	0.00299531	0.00156946	0.0004802	0.000304531	0.000214967	0.000125898	0.000400007	0.000158232	0.00213131	0.000310603	0.000516624	0.00135834	0.000176173	0.00103113	0.000872188	0.00107711	0.999732	0.999931	1.00007	1.00027	0.1820566	2.329772e-05	0.00267993	0.186056	0.813944	0.99732	0.09949402
14430	-18750.06	-18685.78	-64.28903	2.07097e+07	0.00470901	0.00359658	0.00263693	0.00562125	0.00232746	0.0013111	0.00180761	0.00238483	0.001416	0.000289362	0.00290084	0.00224229	0.00605437	0.00720586	0.00231375	0.00708528	0.00357183	0.00176157	0.00245635	0.00106471	0.0005062	0.00381545	0.00591608	0.00603971	0.00353714	0.000281084	1.09432e-05	0.000502501	0.000435254	0.00318177	0.00136723	0.000648161	0.000472335	0.000118906	0.000193645	0.000422256	0.000406227	0.00190189	0.000443367	0.000549692	0.00140503	0.000377114	0.000914638	0.000791379	0.00134505	0.999721	0.999929	1.00007	1.00028	0.1823126	1.420347e-05	0.00269671	0.186238	0.813762	0.997303	0.09834004
14440	-18756.87	-18701.37	-55.49265	2.831339e+07	0.00419801	0.00403858	0.00283166	0.00561924	0.00173009	0.00151419	0.00199983	0.00223828	0.00125655	0.00033687	0.0028184	0.00200452	0.00605437	0.0069254	0.00292178	0.00715589	0.00413641	0.00239671	0.00216748	0.00121308	0.000876782	0.0035509	0.00647134	0.00625112	0.00329384	0.000405276	0.000468514	0.000318637	0.000458847	0.00289934	0.00163155	0.00073204	0.000570781	5.19475e-06	0.00018032	0.0003306	0.000465871	0.00230364	0.000380687	0.000533516	0.00152798	0.000377114	0.000872248	0.00141114	0.00140211	0.999761	0.999939	1.00006	1.00024	0.1835889	3.787497e-05	0.00278121	0.187145	0.812855	0.997219	0.1012767
14450	-18750.9	-18696.4	-54.49311	3.462686e+07	0.00459214	0.00411699	0.00294205	0.00574294	0.00172493	0.00134245	0.00199983	0.00243857	0.00106052	0.000344738	0.00312708	0.0016991	0.0056883	0.0074023	0.00217542	0.00610249	0.00350324	0.00241523	0.00221154	0.00103588	0.000711559	0.0031263	0.00651923	0.00647186	0.00370989	0.00059584	0.000332102	0.000303797	0.00039606	0.00357221	0.00177435	0.000734819	0.000504097	5.09875e-06	0.000322555	0.000299033	0.000136189	0.00226576	0.000492632	0.000374621	0.00125102	0.00023416	0.00120589	0.000714799	0.0011074	0.999784	0.999944	1.00006	1.00022	0.1815047	4.219921e-05	0.00264398	0.185662	0.814338	0.997356	0.09882702
