Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	pi_alpha	pis[1]	pis[2]	pis[3]	pis[4]	TL
15760	-18629.06	-18670.12	41.06106	0.00356655	0.003233	0.00222731	0.00428407	0.00154024	0.00105952	0.00153132	0.00148657	0.000936089	0.000398071	0.00229118	0.00129029	0.00420221	0.00580504	0.00169189	0.00575112	0.00265231	0.00153252	0.00152147	0.00106989	0.000619786	0.00272107	0.00543491	0.00527201	4.55548e-05	0.000282627	0.00136467	0.00187997	0.000394125	0.000184667	0.00286833	0.00102129	0.000384544	0.000537876	0.000540514	0.000317287	0.00262215	0.000589252	0.00108227	0.000283001	0.000355734	0.000224236	0.000263789	0.00053159	0.000787717	0.1716181	0.00204664	0.178444	0.821556	0.997953	0.07867963
15770	-18626.38	-18667.43	41.05584	0.00377783	0.00304209	0.00211162	0.00465845	0.0014828	0.000876731	0.00161558	0.00193476	0.00116113	0.000377985	0.00233495	0.00174537	0.00392633	0.00515571	0.00213137	0.00508916	0.00302766	0.00171199	0.00150057	0.000800908	0.000554522	0.00299476	0.0061346	0.00547043	3.91377e-05	0.000476825	0.00138372	0.00149187	0.000176304	6.51536e-05	0.00234954	0.00081393	0.000295289	0.000423166	0.0002382	0.000372903	0.00281271	0.000632346	0.00116228	0.00029291	0.000263275	0.000133673	0.000311635	0.000702915	0.00109538	0.1721368	0.00207578	0.17883	0.82117	0.997924	0.07915046
15780	-18637.42	-18678.42	40.99965	0.00403996	0.00333465	0.00255563	0.00506444	0.00207376	0.00105566	0.00167652	0.00213412	0.000888718	0.000641124	0.00330109	0.0016864	0.0046648	0.00560122	0.00174419	0.00618471	0.00282649	0.0020286	0.00157529	0.00088935	0.000706966	0.00283944	0.00516383	0.00533411	3.14252e-05	0.000516453	0.00148991	0.0014165	0.000306787	0.000262262	0.00287664	0.000811117	0.000333085	0.000530868	0.000345931	9.85911e-05	0.00242454	0.000727271	0.00127386	0.000444596	0.000236988	0.000197331	0.000348296	0.00061993	0.00121887	0.1746071	0.0022179	0.180658	0.819342	0.997782	0.08452231
15790	-18631.71	-18672.64	40.93582	0.004053	0.00359693	0.0028367	0.00536961	0.00202588	0.00130366	0.00170761	0.00167962	0.00128129	0.00044267	0.00281638	0.00196766	0.00486203	0.00666428	0.0018438	0.0056869	0.00361476	0.00179572	0.00187876	0.00091466	0.000560944	0.00348953	0.00657907	0.00587525	1.25081e-05	0.000431411	0.00136974	0.00187137	0.000471354	0.000217756	0.00305554	0.00072796	0.0003522	0.00043215	0.000536453	0.000263364	0.00271019	0.000675379	0.00120316	0.000407152	0.000278892	0.000391424	0.000322449	0.000639621	0.00133261	0.1781682	0.00243249	0.183259	0.816741	0.997568	0.09054939
15800	-18634.81	-18675.78	40.9724	0.00451675	0.00309842	0.00224172	0.00513328	0.00165665	0.00101649	0.00160219	0.0021809	0.000900673	0.000488921	0.00312696	0.0018157	0.00469649	0.00591382	0.00208714	0.0066878	0.00289483	0.00193338	0.00164615	0.000932155	0.000685464	0.00297254	0.00624252	0.00588636	0.000164534	0.000519124	0.00112147	0.00162769	0.000209666	0.000119076	0.00316554	0.000722543	0.000356287	0.000381223	0.000222345	0.000128626	0.00246334	0.000818382	0.0016402	0.000304626	0.000205189	0.000391424	0.000454782	0.000643123	0.00102613	0.1766536	0.00233981	0.182158	0.817842	0.99766	0.08704264
15810	-18626.5	-18667.5	40.99984	0.00418344	0.00304843	0.00241814	0.00478697	0.00180596	0.000934324	0.00147587	0.00228203	0.00113879	0.000346661	0.00259855	0.0016636	0.00532331	0.0064019	0.00192897	0.00588433	0.00266898	0.00183456	0.00195188	0.000866792	0.000525972	0.00281628	0.00596391	0.00538715	2.85628e-05	0.000401695	0.00117389	0.00163853	0.000242017	9.16527e-05	0.00266253	0.000787367	0.000423525	0.00024278	0.000558179	0.000435759	0.0027063	0.000417711	0.00152677	0.000268248	0.000238454	0.00023136	0.000323574	0.000639184	0.00121259	0.174762	0.00222699	0.180772	0.819228	0.997773	0.0844875
15820	-18622.85	-18663.89	41.03629	0.00332692	0.00304182	0.00232421	0.00487177	0.00200684	0.00103278	0.00137212	0.00182432	0.00111023	0.000350936	0.00265924	0.00187873	0.00466834	0.0058389	0.0019628	0.00510399	0.00295897	0.00133169	0.0016183	0.00103739	0.000595167	0.00344164	0.00550098	0.00492758	1.65211e-05	0.000355881	0.00126948	0.00168156	0.000247934	8.45959e-05	0.00275848	0.000844717	0.000491258	0.000487153	0.000407215	0.000418727	0.00253626	0.000622032	0.0011163	0.000311682	0.00026137	0.000160137	0.000454383	0.000543773	0.00092717	0.1753646	0.00226259	0.181214	0.818785	0.997737	0.08078231
15830	-18624.42	-18665.45	41.02768	0.00330975	0.00341963	0.00217205	0.0047526	0.00168396	0.00101573	0.00140749	0.001863	0.00120797	0.000501714	0.00263458	0.00177102	0.00479923	0.0058389	0.00170717	0.00549392	0.00294175	0.00184407	0.00151088	0.000837587	0.000516462	0.00256609	0.00537841	0.00563117	0.000554394	0.000460277	0.00137725	0.00152852	0.00032041	0.000131415	0.00307703	0.00104538	0.000379786	0.000309771	0.000405899	0.000334003	0.00260432	0.000560689	0.00118165	0.000318736	0.000220452	0.00017031	0.000328586	0.000523855	0.00089492	0.1764708	0.00232877	0.182024	0.817976	0.997671	0.08153277
15840	-18640.75	-18681.71	40.96266	0.00379445	0.00352313	0.0023445	0.00542958	0.00161785	0.00110787	0.0016345	0.00201513	0.000778865	0.000391174	0.00327438	0.00165714	0.00436044	0.00643223	0.00221546	0.00579256	0.00341508	0.00191346	0.00181422	0.000794839	0.000566227	0.00380932	0.0056298	0.00576842	0.000155771	0.000426968	0.00160453	0.00110958	0.000176214	0.000425215	0.0034727	0.0012172	0.000540914	0.000512967	0.00035422	0.000232634	0.00304735	0.000380067	0.00126104	0.00023318	0.000186184	6.76114e-05	0.000452809	0.000851415	0.001219	0.1767367	0.00234484	0.182218	0.817782	0.997655	0.08800819
15850	-18643.92	-18684.81	40.89366	0.00440236	0.00437608	0.00261303	0.00551461	0.00195009	0.00116172	0.00189436	0.00190725	0.00103254	0.000529043	0.0032289	0.00193139	0.00563923	0.00615207	0.00261178	0.00661318	0.00345741	0.001816	0.00169918	0.00116262	0.000580807	0.00370682	0.00627246	0.00582441	0.000236429	0.000281891	0.00141738	0.00186024	0.000237232	0.000502866	0.00254336	0.00113909	0.000461887	0.00027104	0.000311242	0.000235891	0.00281118	0.000902658	0.00139432	0.000477291	0.000305114	1.13086e-05	0.000496417	0.00104924	0.00129098	0.1826688	0.00272014	0.186492	0.813508	0.99728	0.09431437
15860	-18633.61	-18674.48	40.86745	0.00445334	0.00421297	0.00258151	0.00556415	0.00182782	0.00126925	0.00163996	0.00235192	0.00105646	0.000423443	0.00310866	0.00174917	0.00497756	0.00731803	0.00242442	0.0068467	0.00391191	0.00184801	0.00195974	0.00104884	0.000640412	0.0036916	0.00645349	0.00598176	0.000321622	0.000381545	0.00141738	0.00208022	0.000154757	0.000355947	0.00350055	0.00121034	0.000421942	0.000395032	0.000447695	0.000172022	0.00335137	0.000505772	0.00142853	0.000513918	0.00023025	5.96544e-05	0.000465516	0.00116716	0.000997311	0.1828295	0.00273075	0.186606	0.813394	0.997269	0.09691967
15870	-18631.82	-18672.72	40.89969	0.00419221	0.00408732	0.0027534	0.00501811	0.00223781	0.00133155	0.00196603	0.00216362	0.00117493	0.000488932	0.00325445	0.00170421	0.00541741	0.00687422	0.00236631	0.00667602	0.00353308	0.00174025	0.00152084	0.00109793	0.000532097	0.00301101	0.00605414	0.00603417	0.000210517	0.00051114	0.00122259	0.00193296	0.000158389	0.000402519	0.00312645	0.00124246	0.000358291	0.000331848	0.000226506	0.000260321	0.00305554	0.000830985	0.00151201	0.000406396	0.000156239	0.000224366	0.000646723	0.000912629	0.00105444	0.1796492	0.00252512	0.18433	0.81567	0.997475	0.09401338
15880	-18637.07	-18678	40.92615	0.00421515	0.00348894	0.00264374	0.00535374	0.00161007	0.00139383	0.00184883	0.00181149	0.00121796	0.000501308	0.00324753	0.00170421	0.00522271	0.0065603	0.00261655	0.00557685	0.00340625	0.00166956	0.00238968	0.000836463	0.000727469	0.00320725	0.00618435	0.00617223	0.000376659	0.000379839	0.00140818	0.00164831	0.000253665	0.000462087	0.00329085	0.000961344	0.00026293	0.000261858	0.000812365	0.000306156	0.00281753	0.000575372	0.00146396	0.000251724	0.000259554	5.79544e-05	0.000271149	0.000640681	0.000982757	0.1798121	0.00253543	0.184447	0.815553	0.997465	0.09135139
15890	-18634.04	-18674.97	40.92484	0.00427734	0.00350414	0.0023985	0.0050382	0.00206921	0.00142561	0.0014098	0.00190427	0.00111687	0.000401935	0.00351553	0.00149899	0.00529237	0.0070273	0.00238475	0.00600138	0.00360013	0.001926	0.00194308	0.000899856	0.000814938	0.00316449	0.00620907	0.00609547	0.000453276	0.000430393	0.00143385	0.00188805	0.00021874	0.000278054	0.00273102	0.000997782	0.000385477	0.000333809	0.000495489	0.0002522	0.00314507	0.00054602	0.0014933	0.000255405	0.000217604	9.83063e-05	0.000514859	0.00079212	0.000602885	0.1798121	0.00253543	0.184447	0.815553	0.997465	0.09148292
15900	-18630.54	-18671.5	40.96092	0.00370823	0.00345745	0.00232298	0.00503459	0.00159134	0.00121198	0.00149834	0.00182757	0.00145302	0.000415508	0.00318354	0.00190697	0.00497576	0.00639611	0.00230511	0.00554716	0.00318484	0.00149612	0.00196936	0.000798031	0.00057579	0.00269202	0.0063986	0.00581555	0.000374487	0.000392336	0.00110413	0.00203754	0.000201847	0.000228637	0.0034298	0.00136675	0.000397134	0.000534292	0.000336349	0.000395121	0.00283229	0.000604479	0.00136783	0.000253966	0.000338192	5.42503e-05	0.000377035	0.000709356	0.00104585	0.177083	0.00236588	0.182471	0.817529	0.997634	0.08814767
15910	-18634.38	-18675.33	40.94179	0.00415167	0.00378916	0.00255508	0.00508532	0.00203976	0.001265	0.00155126	0.00225255	0.00136053	0.000347478	0.00281158	0.00232449	0.0043922	0.00621625	0.0022038	0.00608361	0.0030268	0.00206312	0.00206516	0.0010408	0.000745791	0.00297435	0.00625534	0.00615152	0.00050509	0.000584116	0.00126353	0.00151435	0.000121872	0.000333966	0.00254005	0.000944378	0.000364326	0.000428852	0.000506445	0.000178938	0.00296239	0.000598134	0.0012754	0.00048262	0.000163676	0.000211896	0.000390507	0.000591014	0.00104585	0.180085	0.00255276	0.184644	0.815356	0.997447	0.08976
15920	-18645.56	-18686.49	40.92592	0.00355024	0.00352395	0.0025565	0.00514299	0.00214054	0.00122781	0.00179668	0.00243619	0.00115026	0.000440739	0.00308169	0.00161043	0.00494544	0.00730719	0.0024324	0.0068054	0.00331761	0.00228937	0.00205566	0.00107469	0.000720405	0.0035567	0.0059088	0.00552148	0.000294836	0.000217066	0.00128827	0.00139408	0.00018808	0.000276038	0.00249787	0.000986801	0.000503605	0.000657204	0.000328008	0.000393989	0.00274008	0.000424811	0.00168969	0.000289854	0.000128567	0.000296554	0.000538273	0.000317518	0.00130624	0.1800531	0.00255073	0.184621	0.815379	0.997449	0.0913506
15930	-18628.41	-18669.41	40.99165	0.00393203	0.00363262	0.00231622	0.00406427	0.00193353	0.00101884	0.00140969	0.00197869	0.00100296	0.000358594	0.00270781	0.00190047	0.00485829	0.00670558	0.00234117	0.00534322	0.00335931	0.00181732	0.00163705	0.000994624	0.000636897	0.00295151	0.00665492	0.0055004	0.000294836	0.00036277	0.00128827	0.00181088	0.000170527	0.000399612	0.00249787	0.000822313	0.000307231	0.000513479	0.000244612	0.000198774	0.00262308	0.000583546	0.00136114	0.000337246	0.000228586	0.000211889	0.000179087	0.000775104	0.000881484	0.1763428	0.00232105	0.181931	0.818069	0.997679	0.08514836
15940	-18624.57	-18665.63	41.0531	0.00346775	0.00312483	0.00220475	0.00472596	0.00183823	0.00101664	0.00169431	0.00195144	0.00092206	0.000393596	0.00229925	0.00154014	0.00485829	0.00576862	0.00173924	0.00506886	0.00287671	0.00163949	0.00152051	0.00101705	0.000602523	0.00253033	0.00532593	0.00513937	0.000307305	0.000406046	0.00106856	0.00162535	0.000244323	0.000411511	0.00270269	0.000924043	0.000500339	0.000465896	0.000327354	0.000189476	0.00221636	0.000513433	0.00131812	0.000207266	0.000167132	0.000174692	0.000254464	0.0005919	0.00108018	0.1767539	0.00234589	0.182231	0.817769	0.997654	0.07896233
15950	-18626.15	-18667.22	41.07134	0.00328276	0.00314412	0.00202991	0.00479788	0.0014613	0.000971279	0.00132858	0.00165087	0.00103698	0.000337457	0.00229925	0.00146095	0.00481346	0.00546104	0.00216947	0.00543285	0.00336229	0.0016554	0.00164222	0.000710079	0.000524424	0.00269213	0.0050479	0.00531035	0.00026511	0.000375037	0.00125961	0.0012974	0.000131255	0.000297345	0.00238667	0.000737555	0.000567669	0.000528296	0.000378311	0.000121449	0.00221636	0.00070631	0.00120097	0.000346151	0.000153404	0.000220429	0.000420484	0.000502765	0.000974895	0.1710363	0.00201424	0.17801	0.82199	0.997986	0.07771046
15960	-18627.93	-18668.98	41.05161	0.00384196	0.00349918	0.00197352	0.00421179	0.00160496	0.000926502	0.0013807	0.00160427	0.00114822	0.000387122	0.00272449	0.00169463	0.00459725	0.00554709	0.0020856	0.00573056	0.00277396	0.00159731	0.00176013	0.000845756	0.000328273	0.00252125	0.0050479	0.00537459	0.000107197	0.000291294	0.00124111	0.00182789	5.17489e-05	0.000155815	0.00295248	0.00100492	0.000352999	0.000324299	0.000367644	0.00049354	0.00270098	0.000450161	0.00100016	0.000278886	0.000235654	0.000106226	0.000501304	0.000747513	0.00106197	0.1732577	0.00213958	0.179662	0.820338	0.99786	0.0794608
15970	-18625.19	-18666.26	41.07011	0.0033568	0.00315814	0.00219529	0.00482011	0.00187963	0.00101232	0.00129994	0.00190382	0.000918527	0.000370671	0.00254654	0.00157921	0.00420377	0.0058109	0.0020856	0.00517251	0.0029541	0.00159842	0.00188317	0.000694962	0.000417111	0.002472	0.00538341	0.00494152	2.04653e-05	0.000427097	0.000872724	0.00145247	0.000113873	0.000220147	0.00309163	0.000877016	0.000295384	0.000488913	0.000264479	0.000325267	0.00211426	0.000651248	0.00116041	0.000437559	0.000188835	0.000258321	0.000233232	0.000816385	0.000668207	0.1730054	0.00212512	0.179475	0.820525	0.997875	0.07763637
15980	-18625.65	-18666.67	41.01853	0.00388906	0.00377699	0.0023327	0.0047545	0.00178083	0.00109872	0.00169289	0.00189431	0.00116577	0.000365183	0.00291265	0.00157634	0.00488741	0.00624215	0.00208986	0.00559198	0.00282384	0.00167306	0.00153268	0.00075249	0.000591439	0.00312902	0.00609681	0.00547772	2.28161e-05	0.000334868	0.00138245	0.00140814	0.0001911	0.000306883	0.0023131	0.00111123	0.00034687	0.000352093	0.00040833	0.000187921	0.0020418	0.000476403	0.00124555	0.000284288	0.000228313	0.000380083	0.000253023	0.000538878	0.000851265	0.1730054	0.00212512	0.179475	0.820525	0.997875	0.08279381
15990	-18635.15	-18676.16	41.00311	0.00419678	0.00423722	0.00234279	0.00424791	0.00166228	0.0012116	0.00160342	0.00211303	0.00133039	0.000308691	0.00262283	0.00182216	0.00418643	0.00576835	0.00191451	0.00517238	0.00334671	0.00161263	0.00217318	0.000900997	0.000763755	0.00289676	0.00597841	0.00532743	0.000185774	0.000372889	0.00140646	0.0014369	0.000209338	0.000331483	0.00258075	0.00101488	0.000469957	0.000317489	0.000398965	0.000177589	0.00247713	0.000529234	0.00124555	0.00034507	0.000233292	0.000393014	0.000499373	0.000689668	0.000968109	0.1761294	0.00230822	0.181775	0.818225	0.997692	0.08402355
16000	-18629.36	-18670.31	40.95405	0.00384702	0.00359691	0.00230764	0.00538662	0.00161186	0.00104917	0.00143068	0.00202755	0.0012863	0.000416789	0.00306281	0.00173171	0.00430881	0.00643215	0.0023095	0.00580582	0.00303297	0.00161112	0.00182869	0.000811996	0.00045704	0.00329181	0.00642358	0.00647846	3.41865e-05	0.000291033	0.0015327	0.00165384	0.000232432	0.000274755	0.00336973	0.00100557	0.000541658	0.00047949	0.000213611	0.000354298	0.00317081	0.000683209	0.00139866	0.000238372	0.000188839	0.000192338	0.00036943	0.000885822	0.00110298	0.1778203	0.00241102	0.183007	0.816993	0.997589	0.08876074
16010	-18630.13	-18671.09	40.95904	0.00389933	0.00371591	0.00218347	0.00496374	0.00198288	0.00105441	0.00141937	0.00204184	0.00127221	0.000390079	0.0028671	0.0017166	0.0053182	0.00651756	0.0023134	0.00574741	0.00376527	0.0017346	0.00181196	0.000880343	0.000740718	0.00319463	0.00560285	0.00556391	5.35248e-05	0.000548911	0.00142162	0.00152155	0.000279519	0.000121137	0.00303523	0.00109511	0.000435245	0.000349984	0.000553897	0.000377007	0.00268065	0.000642783	0.00151404	0.000431081	0.000187291	0.00026886	0.000383812	0.000379693	0.00114306	0.1792198	0.00249806	0.18402	0.81598	0.997502	0.0881218
16020	-18627.48	-18668.45	40.97393	0.00396166	0.00357072	0.00210004	0.00502133	0.00192358	0.00114097	0.00140863	0.00190464	0.00133098	0.000431452	0.002775	0.00147445	0.00525927	0.00629016	0.001766	0.00550841	0.00321142	0.00196561	0.00205044	0.00105948	0.000554539	0.00320112	0.00592291	0.00599772	0.000110344	0.000449796	0.00118518	0.00196422	0.000216651	0.000187989	0.00327492	0.000838561	0.000435245	0.000497992	0.000379871	0.000250257	0.00251151	0.000737622	0.00140828	0.000362837	0.00031196	0.000168888	0.000383812	0.000641574	0.000762325	0.1764476	0.00232737	0.182007	0.817993	0.997673	0.08691039
16030	-18632.51	-18673.47	40.965	0.00396166	0.00361951	0.00214748	0.00482166	0.00220717	0.00135143	0.00183603	0.00168771	0.00126061	0.000497339	0.00273529	0.00187746	0.00463313	0.00680661	0.0021402	0.00583907	0.0027041	0.00212914	0.00198557	0.000922182	0.000615732	0.00294045	0.00661594	0.00622321	4.0813e-05	0.000267327	0.00118779	0.00185913	0.000344655	0.000125706	0.00293581	0.000956835	0.000360173	0.000338129	0.000169365	0.000202762	0.00277192	0.000594944	0.00145928	0.000295082	0.000130216	0.000372433	0.000271335	0.000721578	0.000893984	0.1759013	0.00229456	0.181608	0.818392	0.997705	0.08785797
16040	-18633.95	-18674.9	40.94837	0.00406368	0.00353606	0.00280245	0.0050814	0.00204546	0.00136129	0.00147213	0.00209361	0.000941858	0.000445754	0.003017	0.00172838	0.0057669	0.00676889	0.00194728	0.00631903	0.00288062	0.00164686	0.00191337	0.000992126	0.000575574	0.00317191	0.00617988	0.00543515	3.69982e-05	0.00030826	0.00127097	0.00127229	0.00051907	0.000176272	0.00310135	0.00093624	0.000507667	0.000726966	0.000276753	0.000209118	0.00277192	0.000588234	0.00137365	0.000315042	9.15928e-05	0.000388684	0.000286224	0.000905678	0.000942989	0.1791854	0.0024959	0.183995	0.816005	0.997504	0.08919265
16050	-18638.57	-18679.56	40.99104	0.003424	0.00332311	0.00277122	0.0045938	0.00209022	0.00104827	0.0013471	0.00194033	0.00106783	0.000347413	0.00325227	0.00170723	0.0041778	0.0053206	0.00235452	0.00521998	0.00334586	0.00164529	0.00179362	0.000889473	0.000655322	0.0031457	0.00623872	0.00555073	9.51608e-06	0.000385218	0.0015836	0.00184217	0.000265204	7.92141e-05	0.00305425	0.000942367	0.000516619	0.000418388	0.000293187	0.000363011	0.00248844	0.000712681	0.00124868	0.000420991	0.00017017	0.000265365	0.000532176	0.000411562	0.00194085	0.1764937	0.00233015	0.182041	0.817959	0.99767	0.08519406
16060	-18637.15	-18678.12	40.97511	0.00422963	0.00344489	0.00214284	0.00512004	0.00155691	0.00129255	0.00145433	0.00186874	0.00110139	0.000471372	0.0026902	0.00172767	0.00448036	0.00618178	0.00211149	0.00565511	0.00318105	0.0017095	0.00178004	0.00106798	0.000476866	0.00341715	0.00614618	0.00622244	6.41248e-05	0.000313336	0.00125988	0.00170392	0.000510286	0.000175637	0.0026796	0.000654495	0.000526105	0.000263549	0.000459819	0.000362673	0.00270482	0.000604686	0.00151354	0.000317184	0.000257369	0.000310489	0.000162859	0.000864601	0.00134339	0.1785354	0.00245527	0.183525	0.816475	0.997545	0.08658287
16070	-18639.58	-18680.53	40.95048	0.00416325	0.00352908	0.00199565	0.00550364	0.00222736	0.00102796	0.00148279	0.00180403	0.00108408	0.000407332	0.00285736	0.00153438	0.00564921	0.00701608	0.00201583	0.00534342	0.00296933	0.00172318	0.00168129	0.00128223	0.000528547	0.00314536	0.00646517	0.00615831	2.87185e-05	0.000349163	0.00149837	0.00132337	0.000314285	0.000207275	0.00378849	0.000852321	0.000384887	0.000508326	0.000410229	0.000226419	0.00231413	0.000716469	0.00125301	0.000492611	0.000333431	0.000141519	0.000460524	0.000890134	0.000959381	0.1785184	0.00245421	0.183513	0.816487	0.997546	0.08904795
16080	-18648.8	-18689.7	40.89786	0.00401072	0.00329361	0.00258502	0.00607192	0.00195905	0.00129074	0.00178606	0.00167891	0.00107128	0.000290224	0.00376187	0.00183589	0.00523367	0.00790148	0.00249017	0.0063654	0.00339308	0.00210836	0.00233484	0.000995833	0.00063257	0.00334672	0.00665941	0.00552319	1.61732e-05	0.000518082	0.0015174	0.00157071	0.000525797	8.85598e-05	0.00312833	0.00113772	0.000512267	0.000394028	0.000344752	0.00012194	0.00252896	0.000682204	0.00164423	0.000231687	0.000238837	8.58407e-05	0.000520406	0.000454891	0.00154463	0.1773456	0.0023819	0.182662	0.817338	0.997618	0.09442746
16090	-18631.3	-18672.23	40.93266	0.00428117	0.00350008	0.00280459	0.00543487	0.00150109	0.00119553	0.00179384	0.00216467	0.0011667	0.000555219	0.00258018	0.00195153	0.0044248	0.00650164	0.00216927	0.00644796	0.00335424	0.00177766	0.00171588	0.00106301	0.000632338	0.00306136	0.00671756	0.0056176	2.90303e-06	0.000323631	0.00133629	0.00205604	0.000326132	0.000110471	0.00322273	0.00105926	0.000366425	0.000616605	0.000320784	0.000451514	0.00278834	0.000682128	0.00148121	0.00018632	0.000272373	0.000410097	0.000371128	0.00104624	0.00105364	0.177849	0.00241279	0.183028	0.816972	0.997587	0.09089704
16100	-18632.58	-18673.52	40.9374	0.00421393	0.00348684	0.00261352	0.0045255	0.00145587	0.00103645	0.00169776	0.00219267	0.00115888	0.000388727	0.00324327	0.00175914	0.00547339	0.00628406	0.0020794	0.00641555	0.00337105	0.00175667	0.00208695	0.00114815	0.000630595	0.00321762	0.0063361	0.00519065	1.37729e-05	0.000483316	0.00129131	0.00192633	0.000307525	8.77e-05	0.00357833	0.000881734	0.000496608	0.000613456	0.000582332	0.000364895	0.00302629	0.000567043	0.00144893	0.000500557	0.000272373	0.000229378	0.000441326	0.000588942	0.000953591	0.1778951	0.00241563	0.183061	0.816939	0.997584	0.09041847
16110	-18640.9	-18681.8	40.90401	0.0054751	0.0040532	0.00255565	0.00561385	0.00197067	0.00107192	0.00147847	0.00200771	0.000953231	0.000466683	0.00262153	0.00196133	0.00571198	0.00694021	0.00181551	0.00633535	0.00342893	0.0016536	0.00199929	0.00091982	0.000421669	0.00290862	0.00663497	0.0059337	0.00012239	0.000524233	0.00121154	0.00172188	0.000302676	0.000115531	0.00346141	0.000935078	0.000543107	0.000683719	0.00044238	0.00010059	0.00290945	0.000674818	0.00156631	0.000513186	0.000355982	0.000229378	0.000531283	0.000672042	0.00105177	0.1794474	0.00251238	0.184184	0.815816	0.997488	0.09360176
16120	-18632.72	-18673.67	40.94662	0.00372414	0.00342219	0.00247866	0.00554174	0.00188433	0.00127974	0.0013683	0.00213987	0.000809395	0.000313743	0.00241091	0.00187939	0.00526531	0.00667646	0.00193817	0.00651047	0.00345391	0.00184904	0.00185308	0.000859039	0.000502019	0.00286375	0.00646806	0.00636514	1.31468e-05	0.00055537	0.00126408	0.00175271	0.000288946	0.000105692	0.00298364	0.000953142	0.000451471	0.000311959	0.000271513	0.000326588	0.00281403	0.00072826	0.00165942	0.000253111	0.000192895	0.000302022	0.000611471	0.000758454	0.00121359	0.1761742	0.00231092	0.181807	0.818193	0.997689	0.08966838
16130	-18629.55	-18670.5	40.95231	0.00414576	0.00376866	0.00225955	0.00531738	0.00196796	0.00101617	0.00191537	0.00226026	0.00122707	0.00043227	0.00271144	0.00166525	0.00460514	0.00708663	0.00209581	0.00677941	0.00323697	0.00154312	0.00189857	0.00101839	0.000616825	0.00281782	0.00616437	0.00523409	0.000212471	0.000513736	0.0014915	0.00157952	0.000295551	0.000246982	0.00265324	0.0010321	0.000283772	0.00043589	0.000189951	0.000402711	0.0027615	0.000810939	0.00133708	0.00045761	0.000178672	5.4215e-05	0.000431573	0.000747416	0.00104906	0.1776667	0.00240157	0.182895	0.817105	0.997598	0.08894977
16140	-18628.96	-18669.92	40.9645	0.00413385	0.00362126	0.002278	0.00499898	0.00200773	0.00156745	0.00181184	0.00187799	0.000955874	0.000454485	0.00269372	0.00154311	0.00511962	0.00612608	0.00268136	0.00616179	0.00288339	0.0019572	0.00165554	0.00106593	0.000688881	0.00271982	0.00602951	0.00535768	0.000305653	0.000419707	0.00136306	0.00159102	0.00026956	8.44855e-05	0.00302379	0.00101963	0.000376018	0.000388804	0.000354982	0.000378488	0.00268627	0.000793003	0.0012541	0.000392154	0.000191124	4.10922e-05	0.000508856	0.000588469	0.00118835	0.1788802	0.00247678	0.183775	0.816225	0.997523	0.08760971
16150	-18633.94	-18674.92	40.98724	0.00358755	0.0035025	0.00241567	0.00484531	0.00171547	0.000998054	0.0018499	0.00197324	0.00100548	0.000437311	0.00263724	0.00174799	0.00511962	0.006977	0.0020238	0.00552441	0.00300625	0.00139869	0.00207414	0.00104176	0.000656868	0.00253579	0.00630836	0.00563315	0.000306084	0.000421384	0.00105487	0.00148033	0.000403137	0.00015222	0.00245272	0.00121104	0.000591556	0.000522209	0.000344541	0.000139248	0.00287681	0.000545328	0.00133326	0.000195124	0.000290507	0.00036687	0.000373415	0.000510212	0.00102242	0.1761516	0.00230956	0.181791	0.818209	0.99769	0.08560885
16160	-18645.19	-18686.13	40.94567	0.00411049	0.00331359	0.00246482	0.00476841	0.00179368	0.00107164	0.00164318	0.00211588	0.00110386	0.000421923	0.00298202	0.00236248	0.00538329	0.00681706	0.00292723	0.00528438	0.00275002	0.00175583	0.00156556	0.000862842	0.00067601	0.00333075	0.00599999	0.00600181	0.000169663	0.000431636	0.00105487	0.00181464	0.000571928	4.95826e-05	0.00393245	0.000955978	0.000360016	0.000397354	0.000414038	0.000414005	0.00284065	0.000524893	0.00136703	0.00036458	0.000157559	0.000299894	0.000373415	0.000906345	0.000834389	0.1763934	0.00232411	0.181968	0.818032	0.997676	0.08974164
16170	-18631.22	-18672.2	40.98012	0.00429953	0.0033375	0.00215041	0.00470332	0.00153021	0.00121097	0.00131913	0.00182657	0.00120792	0.000438244	0.00254193	0.00185107	0.00508352	0.00636799	0.00262479	0.00586796	0.00303914	0.00164059	0.00203502	0.000733596	0.000597984	0.00264703	0.0055628	0.00623652	3.35571e-05	0.000452734	0.00128847	0.00173183	0.000356189	0.000202689	0.00289462	0.000955978	0.00030871	0.000583529	0.000380635	0.000336489	0.00290343	0.000898862	0.00119573	0.00036865	0.000197352	0.000426526	0.000379424	0.000568475	0.000864659	0.1775358	0.00239354	0.1828	0.8172	0.997606	0.08618228
