Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	TL
360	-19579.81	-19617.55	37.74066	0.0212555	0.0192648	0.016115	0.0262017	0.0110457	0.00940719	0.0110076	0.0139732	0.00815325	0.0029644	0.016588	0.014552	0.019223	0.0210735	0.00980917	0.0241923	0.0172697	0.0105958	0.00972475	0.00570849	0.00455861	0.014681	0.0201634	0.019551	0.000842956	0.00294208	0.00305475	0.0089099	0.0123942	0.00209913	0.00415297	0.00589908	0.00215219	0.00693567	0.00704701	0.00229724	0.000583914	0.0102796	0.0012831	0.000663206	0.00208134	0.000441849	0.000381183	0.00407493	0.00228667	0.4278819
370	-19577.15	-19615.4	38.25169	0.0195331	0.0172438	0.0166307	0.0213294	0.00813924	0.00745194	0.0119461	0.0122655	0.00824612	0.00239614	0.013499	0.0146208	0.0175248	0.0173285	0.010706	0.0210466	0.0135523	0.0091058	0.00818119	0.00475292	0.00333599	0.0136265	0.0176101	0.0182881	0.00133328	0.00185273	0.00252521	0.00595167	0.00985781	0.00170373	0.00392725	0.00341108	0.00107785	0.00619589	0.00704606	0.0021662	0.000619343	0.010569	0.00131928	0.000563803	0.00207501	0.000777244	0.000399584	0.00296368	0.00208249	0.376779
380	-19577.42	-19615.45	38.03074	0.0180026	0.0147263	0.0152315	0.0205129	0.00921134	0.00797612	0.010119	0.0149306	0.0079677	0.00358452	0.01452	0.0142901	0.0171842	0.0217916	0.01103	0.0222851	0.0164418	0.0091058	0.00972954	0.00557403	0.00423541	0.0134119	0.0194233	0.022216	0.000648524	0.00216251	0.00233768	0.00719231	0.00989777	0.00253275	0.00412228	0.00538219	0.00118628	0.00670283	0.00801956	0.00202575	0.000456683	0.0109971	0.00173104	0.000527364	0.00164628	0.00090858	0.000936252	0.0032717	0.00268663	0.3988736
390	-19580.78	-19618.76	37.98071	0.0198959	0.0142285	0.0160316	0.0210188	0.0109118	0.00905183	0.00999344	0.0137529	0.00691632	0.00234234	0.01257	0.017162	0.01959	0.0234633	0.00940773	0.0238306	0.013783	0.0091058	0.00815974	0.00571027	0.00283468	0.0151093	0.0197818	0.0217027	0.00110295	0.00229807	0.00336223	0.00826867	0.00908367	0.00246192	0.00451877	0.00527275	0.00196099	0.0062882	0.00629886	0.00216026	0.000520783	0.0124725	0.000973701	0.000905143	0.00207384	0.00201719	0.000725248	0.00286586	0.00189034	0.4038763
400	-19592.42	-19630.27	37.85125	0.0210095	0.0192205	0.0146171	0.0220349	0.00859915	0.00811248	0.0134625	0.0158511	0.00667478	0.00257604	0.0129072	0.0150893	0.0201326	0.0206318	0.00971475	0.0254076	0.018018	0.00856064	0.00823579	0.00562043	0.00392252	0.0129883	0.0236561	0.0207933	0.00112026	0.00153978	0.00263017	0.00851738	0.00989891	0.00233596	0.00578756	0.00474806	0.00165013	0.00637728	0.00616102	0.00241618	0.00124353	0.0132465	0.00218406	0.000186279	0.00234022	0.00211217	0.000652486	0.00243632	0.00140207	0.4168227
410	-19576.15	-19613.99	37.84112	0.0203608	0.019719	0.0143787	0.022466	0.0103524	0.00849668	0.0132727	0.0157611	0.00837407	0.00249765	0.0136362	0.0159342	0.0180869	0.0214754	0.0102546	0.0234669	0.0151258	0.00999654	0.0101227	0.0066302	0.00357701	0.0141435	0.0210655	0.0190948	0.000930694	0.00205586	0.0031078	0.00865692	0.0119546	0.00276846	0.00559388	0.00544182	0.00153938	0.00598567	0.00723156	0.00241618	0.000593969	0.0107767	0.0009385	0.000110796	0.00185353	0.000980812	0.000682965	0.00332128	0.00260523	0.4178361
420	-19577.1	-19615.16	38.06137	0.020659	0.0177627	0.015551	0.0227082	0.00972951	0.00891051	0.0099151	0.0127156	0.00837415	0.00262265	0.0145998	0.0130431	0.018187	0.0204245	0.00951969	0.0242445	0.014521	0.00824515	0.00947789	0.00609573	0.00310716	0.0128345	0.0185601	0.0196563	0.000784903	0.00205586	0.00270406	0.00684994	0.0109203	0.0019722	0.00359301	0.00573129	0.00116425	0.00662253	0.00748489	0.00336899	0.000655214	0.00920831	0.00115625	0.000668511	0.00245929	0.000980812	0.000430747	0.00301734	0.00251716	0.3958107
430	-19578.38	-19616.38	37.99953	0.0219224	0.0178823	0.015032	0.0211965	0.00970839	0.00994497	0.0113074	0.0138509	0.00735624	0.0033641	0.0141678	0.0156046	0.0188712	0.0196645	0.00901363	0.0231894	0.0161608	0.00824515	0.00941572	0.00460122	0.0029927	0.0126638	0.0185601	0.0208858	0.00157967	0.00198187	0.00242491	0.00858734	0.0116127	0.00219522	0.00466945	0.00439595	0.00243907	0.00573173	0.00691059	0.00268376	0.000573019	0.0109551	0.000655926	0.000480376	0.00112939	0.000730788	0.000880326	0.00292413	0.00285146	0.4019944
440	-19576.75	-19614.74	37.98125	0.0217301	0.0174779	0.0139527	0.0211965	0.00828006	0.00821512	0.0113825	0.0126622	0.00782676	0.00268318	0.0136377	0.015296	0.019986	0.0190993	0.0108037	0.0231894	0.0156547	0.00977573	0.00842343	0.0061137	0.00293829	0.0134335	0.0231355	0.0215482	0.0010173	0.00243054	0.0019422	0.00858734	0.0101202	0.00221282	0.00460934	0.00501067	0.00163221	0.00606948	0.00648933	0.00301631	0.000956257	0.0109629	0.000996607	0.00027405	0.00222371	0.00155624	0.00032753	0.00234557	0.00260038	0.403823
450	-19580.28	-19618.45	38.16869	0.0170408	0.0176196	0.0128065	0.0209826	0.00941284	0.00888102	0.0122288	0.0145547	0.00736754	0.00271123	0.0107686	0.0161397	0.0202472	0.0192552	0.0116886	0.0193843	0.0131342	0.00791717	0.00968272	0.00471215	0.00365966	0.0138343	0.0192136	0.0210077	0.000921734	0.00199421	0.00205523	0.00745878	0.0110114	0.00152792	0.00368414	0.00348614	0.00180837	0.00536232	0.00761618	0.00256935	0.000956257	0.0110968	0.0011968	0.000784634	0.00200033	0.00101325	0.000236362	0.00230427	0.00174374	0.3850789
460	-19575.71	-19613.71	38.00251	0.0207991	0.0174622	0.0148062	0.0206876	0.0106293	0.0100741	0.0100755	0.0121848	0.00781203	0.00211759	0.0125776	0.0159069	0.0195874	0.0216643	0.0095241	0.0238005	0.0163189	0.00938331	0.00822896	0.00557649	0.00431032	0.0156313	0.0174047	0.0193703	0.00111321	0.00208624	0.00193648	0.0082903	0.0105045	0.00186577	0.0045743	0.00588362	0.00135113	0.00614916	0.00844723	0.00146553	0.000610723	0.0111048	0.00130949	0.000973745	0.00198792	0.000826031	0.000296539	0.00230427	0.00268234	0.4016967
470	-19579.27	-19617.26	37.99216	0.0184418	0.0191207	0.0159382	0.020102	0.00909475	0.00913085	0.0127761	0.0126737	0.00864201	0.00339615	0.0121958	0.0156374	0.0188352	0.0179939	0.00869265	0.0215474	0.0163202	0.00938331	0.0103256	0.00660277	0.00324826	0.014193	0.0212978	0.0198517	0.000976785	0.00155683	0.00250404	0.00714447	0.010645	0.00206516	0.00439994	0.00529744	0.00236798	0.00658441	0.00822461	0.00224779	0.000516294	0.0129691	0.00115224	0.000464106	0.001534	0.000936708	0.000378041	0.00345179	0.00187367	0.4027317
480	-19574.8	-19612.86	38.05821	0.0189823	0.0181884	0.0140143	0.0208381	0.00957843	0.00887393	0.0108025	0.0123451	0.00737933	0.00252577	0.0132023	0.0149284	0.0164138	0.0229662	0.0104951	0.0214497	0.0150123	0.00855553	0.00872307	0.00561849	0.00289104	0.0138832	0.0203776	0.0199277	0.000499194	0.00237216	0.00303339	0.00706174	0.0124817	0.0011876	0.00438974	0.00454068	0.00181097	0.00671034	0.00769522	0.00197803	0.000483856	0.0122941	0.000775944	0.00064105	0.00207733	0.00163589	0.000532884	0.00349164	0.00246081	0.3961268
490	-19570.48	-19608.42	37.93726	0.0180391	0.0168823	0.0150515	0.0221645	0.0104486	0.00998457	0.0113498	0.0131821	0.00684594	0.00194665	0.0137698	0.0161011	0.0198987	0.0216464	0.0108296	0.0243364	0.0158584	0.00836616	0.0101851	0.00509942	0.00421921	0.0135438	0.0212758	0.0199277	0.000966876	0.00241565	0.00305476	0.00771747	0.0104063	0.00229035	0.00485717	0.00387821	0.00221515	0.0075312	0.00797518	0.00232528	0.000648859	0.0107327	0.000741846	0.000677007	0.00237025	0.000734435	0.000402086	0.00334219	0.00198602	0.4082215
500	-19587.74	-19625.57	37.83333	0.0209997	0.0181612	0.0149749	0.0226312	0.00973843	0.0092103	0.0124119	0.0136053	0.00889879	0.00240773	0.0161919	0.0172561	0.0188177	0.0219432	0.0081732	0.0250096	0.0168313	0.00759348	0.00843787	0.00509665	0.00493624	0.0138248	0.0195013	0.0215767	0.000966876	0.00241974	0.00219978	0.00761414	0.013234	0.00121342	0.00386589	0.00559368	0.0015953	0.00803712	0.00713194	0.00192475	0.000801196	0.0108318	0.000741846	0.000836443	0.00352632	0.00154942	0.000561157	0.00349349	0.00224651	0.4186143
510	-19578.71	-19616.61	37.89876	0.0189801	0.0171925	0.015928	0.0228045	0.0109031	0.00747491	0.0106982	0.0132597	0.00830733	0.0033466	0.0127796	0.0172561	0.0173937	0.0219432	0.0111156	0.02257	0.016609	0.00943531	0.00832145	0.00613975	0.00372561	0.0156539	0.0211907	0.0187338	0.000540511	0.00217685	0.00355433	0.00733453	0.0112505	0.0020932	0.00486585	0.00579732	0.0014356	0.00695886	0.00827789	0.00166009	0.000484649	0.01185	0.000839678	0.000325793	0.00260734	0.00223737	0.000675376	0.00349349	0.0018497	0.4120716
520	-19580.57	-19618.17	37.59862	0.0204194	0.0187226	0.0179209	0.0239533	0.0114101	0.011248	0.0108974	0.0141278	0.00830733	0.00286193	0.0146829	0.0185833	0.0211762	0.0219432	0.0134845	0.0260243	0.0180753	0.00943207	0.0122728	0.00676091	0.00364509	0.0144026	0.0222498	0.0225206	0.00101881	0.00247036	0.00271501	0.00885148	0.0100721	0.0021646	0.00349111	0.00427169	0.00195345	0.00722109	0.00802938	0.00237286	0.000809177	0.0114866	0.00145262	0.000554086	0.0017976	0.000719604	0.000187678	0.0033763	0.00194729	0.4420853
530	-19576.69	-19614.54	37.84521	0.0191496	0.0187226	0.0151933	0.0230752	0.0101192	0.010873	0.0128864	0.0137113	0.00734511	0.00282369	0.0139655	0.016973	0.0189075	0.0225182	0.0103767	0.0253839	0.0174323	0.00994718	0.00799641	0.00657694	0.00258874	0.0140721	0.0194938	0.0219365	0.00122893	0.00234699	0.00204129	0.00832674	0.00987509	0.0021646	0.00421804	0.00427298	0.00195345	0.00634723	0.00735054	0.00183471	0.000476675	0.0131926	0.00169777	0.000762463	0.00176718	0.000955669	0.000661009	0.0017541	0.00213085	0.4174271
540	-19573.65	-19611.53	37.88421	0.0201395	0.0166482	0.0144894	0.0210575	0.0107281	0.00870416	0.0125908	0.0164664	0.00768508	0.0027732	0.0148564	0.016973	0.018177	0.0203509	0.00916503	0.0246017	0.0165632	0.00924214	0.00932997	0.00564182	0.00339032	0.0156736	0.0215837	0.022522	0.000807777	0.0020106	0.00207897	0.00619823	0.00990016	0.00161179	0.00563279	0.0055348	0.00140128	0.00568626	0.00878827	0.00258032	0.000397722	0.0114227	0.0006788	0.00078192	0.00219124	0.000702097	0.000523663	0.00291714	0.00232762	0.4135272
550	-19582.27	-19620.05	37.7831	0.0178849	0.018688	0.0161868	0.0247576	0.0114885	0.00933408	0.0119008	0.0142521	0.00747342	0.00155627	0.0163341	0.0158149	0.0196151	0.0223154	0.011501	0.0246017	0.0170399	0.00908148	0.00801899	0.00526749	0.00385389	0.0167839	0.0208693	0.0195544	0.000478669	0.002988	0.00212364	0.00734793	0.011258	0.0025202	0.00565164	0.00455234	0.00136562	0.00760589	0.00735626	0.00290197	0.0011855	0.0111616	0.000858128	0.00080729	0.00208962	0.00109684	0.000554085	0.00396366	0.00159638	0.4236374
560	-19580.35	-19618.39	38.04248	0.0170232	0.0168877	0.0133938	0.0211157	0.0105494	0.00865982	0.0117484	0.0149106	0.00672037	0.00295204	0.012098	0.0162418	0.0172287	0.0209205	0.0113974	0.0234415	0.0173315	0.00979497	0.0100108	0.0061892	0.00253346	0.0142604	0.0211066	0.0175111	0.000581351	0.00228951	0.00377337	0.00734793	0.0102243	0.00219682	0.00402546	0.0043058	0.00184023	0.00612138	0.00614023	0.00213214	0.00059443	0.01176	0.000630452	0.000260068	0.00261535	0.00154147	0.000281879	0.00322268	0.00178773	0.3976995
570	-19575.26	-19613.36	38.10543	0.0178417	0.0176651	0.014925	0.0204741	0.0102036	0.0102732	0.0110682	0.0132712	0.0055299	0.00227176	0.0137816	0.0145907	0.0157748	0.0206542	0.00937575	0.0232039	0.0156015	0.009133	0.0095961	0.00687185	0.00365932	0.0145212	0.0208896	0.0188484	0.000853992	0.00265957	0.00205037	0.00773471	0.0108346	0.00155092	0.00416455	0.00403454	0.00181349	0.00609397	0.00659925	0.0016	0.000787233	0.010697	0.000823803	0.000145914	0.00169878	0.00102004	0.000596597	0.0035809	0.00203901	0.3914047
580	-19591.2	-19628.99	37.78666	0.0194343	0.0176896	0.0172377	0.0239025	0.0110444	0.00972181	0.0125324	0.0140494	0.00695711	0.00234321	0.0139412	0.0148527	0.0196253	0.0224711	0.0106459	0.0208162	0.0152251	0.0100728	0.0102955	0.00621606	0.00349261	0.0156147	0.0236753	0.0225642	0.0011413	0.00317867	0.00300888	0.00710557	0.0148516	0.00177859	0.0033584	0.00570316	0.00145434	0.00699101	0.00646767	0.00347632	0.000821018	0.0087699	0.00217507	0.000683946	0.00169203	0.00157468	0.000336617	0.00203228	0.00225941	0.4232819
590	-19585.13	-19622.8	37.67419	0.0199688	0.0170091	0.0159219	0.0245299	0.00996955	0.00974745	0.0110942	0.0151276	0.00684678	0.00193766	0.0154899	0.0178992	0.0204109	0.0232698	0.0117282	0.0254754	0.0162715	0.00749585	0.00929087	0.0051697	0.00515697	0.0142711	0.0238174	0.0237036	0.000593221	0.00233911	0.00240241	0.00854263	0.0148516	0.00136268	0.00395283	0.00556266	0.00167912	0.00658569	0.00775076	0.00345777	0.000517073	0.0116484	0.000898736	0.000972841	0.00157718	0.00108199	0.000625971	0.00410472	0.00241808	0.4345289
600	-19581.41	-19619	37.59132	0.0205774	0.0172429	0.0150874	0.0234516	0.0129604	0.00974745	0.0141783	0.0143854	0.00862684	0.00264093	0.0162705	0.0168013	0.0202378	0.0230141	0.0111359	0.0258649	0.0195843	0.0103632	0.0101782	0.00662988	0.00440913	0.01625	0.0238105	0.0212893	0.00109721	0.00263741	0.00283466	0.00703404	0.0110456	0.003075	0.00423924	0.00607909	0.00167912	0.00679647	0.00652826	0.00214549	0.000453301	0.0111383	0.000898736	0.000972841	0.00204809	0.00183345	0.000386496	0.00215238	0.00300284	0.4428155
610	-19595.37	-19633.22	37.84742	0.0180975	0.0184296	0.0164255	0.0205011	0.0115785	0.0106731	0.0126529	0.0137062	0.00894608	0.00250534	0.0152907	0.0173228	0.0156732	0.019353	0.0103852	0.0237591	0.0153294	0.00924679	0.0106299	0.00516432	0.00561169	0.014536	0.0224438	0.0197923	0.00208063	0.00302551	0.00285163	0.00736865	0.0102505	0.00245094	0.00553955	0.0047084	0.00173538	0.00511873	0.00841174	0.00082393	0.000635024	0.0123344	0.00166842	0.000654149	0.00254144	0.00063358	0.000659654	0.00332409	0.00233559	0.4172059
620	-19579.24	-19617.05	37.81159	0.0209969	0.018532	0.0186556	0.0241272	0.0091535	0.00920909	0.0101982	0.0147499	0.00714917	0.00249533	0.0151057	0.0173228	0.0186447	0.0231101	0.00972122	0.0230326	0.0169029	0.00924679	0.00749111	0.00606369	0.004209	0.0137469	0.0224113	0.0197923	0.000658611	0.00166533	0.002768	0.00753345	0.0137929	0.00231706	0.00457247	0.00432558	0.00121245	0.00550851	0.00722536	0.00179555	0.00104438	0.0126497	0.00098337	0.000635423	0.00214337	0.0014211	0.000364548	0.00372832	0.00237498	0.4207883
630	-19583.39	-19621.28	37.89267	0.0186496	0.0180066	0.016001	0.0256684	0.00910093	0.00832733	0.011733	0.0143015	0.0102809	0.00315815	0.0154836	0.0153943	0.0187226	0.0248364	0.00811327	0.0226508	0.0170277	0.00924679	0.00840943	0.00477382	0.00359289	0.0134241	0.0198097	0.0219674	0.0013909	0.0023495	0.00180357	0.00878173	0.0103306	0.00249213	0.00550093	0.00444402	0.00171596	0.00608791	0.00713728	0.00186994	0.000539509	0.0102524	0.00143669	0.000272262	0.00171149	0.000874105	0.00052807	0.0028162	0.00166551	0.412681
640	-19585.67	-19623.51	37.8379	0.0192907	0.0189928	0.0158134	0.023337	0.0115964	0.00907286	0.0130663	0.0148763	0.00974634	0.00287602	0.0117923	0.0148908	0.019801	0.0204298	0.0110355	0.0228511	0.0191872	0.00928131	0.00764344	0.00692868	0.00426765	0.0155632	0.0198524	0.0172784	0.000801345	0.00212553	0.00253549	0.00858959	0.0111199	0.00165551	0.00464562	0.00407664	0.00129926	0.00563754	0.00914628	0.00297922	0.000978758	0.0110121	0.00133285	0.00104698	0.00261753	0.00128898	0.00052807	0.00287592	0.00239393	0.418158
650	-19573.2	-19611.2	37.99598	0.0189811	0.0161647	0.0134545	0.020094	0.00921687	0.00940729	0.0111345	0.0138072	0.00745714	0.00244682	0.01456	0.0161003	0.0202364	0.0207155	0.0120703	0.0216774	0.0169937	0.00928131	0.00992878	0.00642688	0.00359668	0.0145515	0.0202115	0.0215238	0.000580905	0.00195945	0.00303251	0.00711919	0.0105901	0.00179593	0.00352461	0.00518003	0.00251887	0.00616216	0.00650139	0.00246315	0.000527827	0.0106588	0.000737389	0.000547682	0.0022613	0.00130402	0.000550219	0.0025239	0.00177159	0.4023493
660	-19588.53	-19626.68	38.15048	0.0182541	0.0148219	0.0160107	0.019965	0.00936497	0.01056	0.0088529	0.012916	0.00682567	0.00233418	0.0110753	0.0161003	0.0195705	0.0218188	0.00997065	0.0238063	0.0130713	0.0100647	0.00950208	0.00462107	0.00359668	0.0134201	0.0211356	0.0190257	0.00182129	0.00328916	0.00282791	0.00759553	0.00835417	0.00120664	0.00431119	0.00381888	0.0010096	0.00629481	0.00682759	0.00155436	0.000738535	0.0122291	0.000742165	0.000671607	0.00171604	0.000475436	0.000550219	0.00217655	0.00200444	0.3868998
670	-19581.58	-19619.61	38.03055	0.0173449	0.0171209	0.0144181	0.0217245	0.0116988	0.010093	0.010804	0.0132294	0.00620098	0.00230116	0.0138268	0.0161003	0.0174794	0.0218188	0.011025	0.0204402	0.0158773	0.0099625	0.00857377	0.00681864	0.00335139	0.0136256	0.0208046	0.0206111	0.00109627	0.00183705	0.00234472	0.00719997	0.0118469	0.00194955	0.00426433	0.00378577	0.00194718	0.00605764	0.00770963	0.00324426	0.000655281	0.0109271	0.00169804	0.00102201	0.000937882	0.000965188	0.000217521	0.00186646	0.00206851	0.3988924
680	-19578.78	-19616.84	38.05907	0.0204082	0.0177637	0.0144988	0.0217245	0.00907173	0.00967569	0.0099773	0.0124269	0.00693069	0.00206022	0.0139292	0.017278	0.0187086	0.0192743	0.00895918	0.0224595	0.0166954	0.00972391	0.00792865	0.00542183	0.00396427	0.0135216	0.0186443	0.0196806	0.00148666	0.00233195	0.00294748	0.00679331	0.0117086	0.00156658	0.00450551	0.00546654	0.00165451	0.00705225	0.00742792	0.00134821	0.000195586	0.0104251	0.00184871	0.000337413	0.0017098	0.00128802	0.000689417	0.00306869	0.00146175	0.3960409
690	-19571.78	-19609.81	38.03187	0.0178836	0.0180246	0.0138024	0.0195504	0.00999054	0.0101245	0.0113942	0.0135883	0.00731755	0.00239802	0.0117342	0.0155902	0.0190611	0.020427	0.0109682	0.021983	0.0153498	0.00864238	0.00941575	0.0065956	0.00373051	0.0154091	0.020231	0.0216498	0.0012622	0.00192067	0.00255935	0.00679331	0.010232	0.00275078	0.00425728	0.00471668	0.00150415	0.00670403	0.00664744	0.00303302	0.00061762	0.00996131	0.00135943	0.000599787	0.00173636	0.00127028	0.000591526	0.00301851	0.0023636	0.3987609
700	-19581.62	-19619.54	37.91506	0.0203902	0.0167384	0.0159664	0.0225716	0.0100602	0.00875055	0.0123845	0.0128595	0.00817728	0.00197991	0.0121291	0.0153822	0.0184635	0.020427	0.00990782	0.0220793	0.0155077	0.009851	0.0108787	0.00661984	0.00387309	0.0138839	0.020231	0.0209134	0.00172249	0.00334161	0.00235694	0.00796242	0.0114782	0.00213858	0.00393234	0.00365262	0.00211725	0.00661404	0.00860899	0.00255801	0.000284421	0.0112883	0.000966748	0.000511967	0.00312891	0.00144674	0.000591526	0.00424912	0.00146484	0.4104421
710	-19579	-19617.03	38.02911	0.0188353	0.0155535	0.0144117	0.0205034	0.0109917	0.00875055	0.0117271	0.0136297	0.00817728	0.00256336	0.0148704	0.0153955	0.0192763	0.024075	0.0118344	0.0250992	0.0163667	0.0083511	0.00842528	0.00466164	0.00393355	0.012593	0.0181928	0.0195257	0.00102469	0.00176145	0.00229279	0.00837457	0.0109672	0.00200251	0.00367171	0.00360403	0.0015718	0.00627317	0.00770601	0.00156992	0.000401101	0.00960536	0.00156331	0.000578268	0.00165197	0.00087582	0.000591526	0.00367709	0.00152862	0.3990371
720	-19572.12	-19610.12	37.99198	0.0204803	0.0155492	0.0145475	0.0215616	0.00938816	0.00886287	0.0118603	0.0151751	0.0087118	0.00243179	0.0126764	0.0149232	0.0175206	0.0210985	0.00951876	0.0224164	0.0145576	0.00923748	0.00826902	0.0065704	0.00339548	0.0148116	0.0209668	0.0220055	0.000713736	0.00237877	0.0022263	0.00772431	0.0105634	0.00114732	0.0047576	0.00483721	0.00108236	0.0071075	0.00727199	0.00288917	0.000519633	0.0112589	0.00156331	0.000798705	0.00193944	0.000924451	0.00047617	0.00376118	0.00227155	0.4027493
730	-19571.64	-19609.81	38.1752	0.0173594	0.0160097	0.0158696	0.0199278	0.00941683	0.00850938	0.0127204	0.0135855	0.00690754	0.00288442	0.0130933	0.0149232	0.0171394	0.0208729	0.00970582	0.0212465	0.0161525	0.00883756	0.00831963	0.00569969	0.00290443	0.0138272	0.0200792	0.0187331	0.00091497	0.0020886	0.00164297	0.00836736	0.0110065	0.00191937	0.00329111	0.00382702	0.00200337	0.00559838	0.00712681	0.0025236	0.000708413	0.00901946	0.00136055	0.000660403	0.00129465	0.00114439	0.000436021	0.00307744	0.00169127	0.3844276
740	-19576.33	-19614.24	37.90382	0.018284	0.0175696	0.0147538	0.0259629	0.0103584	0.0101669	0.0121993	0.0126842	0.00863229	0.0027654	0.0124357	0.0161655	0.0189036	0.0205263	0.0110215	0.0235315	0.0162817	0.00955159	0.0097069	0.00571323	0.00345323	0.0160894	0.0205402	0.0190429	0.000936964	0.0020886	0.00260768	0.00836736	0.0117005	0.00231392	0.00486542	0.00533641	0.00175634	0.00424013	0.00693193	0.00140077	0.000658655	0.0110247	0.00152436	0.000900169	0.00212164	0.000925392	0.000582819	0.00297566	0.00196669	0.4115661
750	-19583.19	-19620.9	37.70988	0.0202635	0.020415	0.0182839	0.0244913	0.0102971	0.00971162	0.0135127	0.0129241	0.00730153	0.0027654	0.0156371	0.0161655	0.0214357	0.0224338	0.0107683	0.0248431	0.015491	0.00938442	0.00926074	0.00459484	0.00343121	0.0145445	0.0197971	0.0213287	0.00093902	0.00313772	0.00223764	0.0076511	0.0116509	0.00231392	0.00539773	0.00598854	0.00175634	0.0066271	0.00772665	0.0026978	0.000810375	0.0121442	0.000550938	0.00130406	0.00216171	0.00155667	0.000261636	0.00176808	0.00319545	0.4309596
760	-19581.97	-19619.85	37.87665	0.0198116	0.0205178	0.0139162	0.0226881	0.0104937	0.00866056	0.0120017	0.013615	0.00746771	0.00278275	0.0143925	0.0159165	0.0193483	0.0194544	0.0132587	0.023702	0.0166639	0.00954762	0.00914906	0.00372837	0.00360559	0.01455	0.0215525	0.0210091	0.00195643	0.00247104	0.00274852	0.00645772	0.0113997	0.00243627	0.00477951	0.00412279	0.00190109	0.00621982	0.00778049	0.00176867	0.000847437	0.0110574	0.00105308	0.000598673	0.0029005	0.000857948	0.00065419	0.00217911	0.00225839	0.4142826
770	-19577.26	-19615.1	37.84545	0.0195764	0.0173273	0.0139162	0.0236998	0.0118125	0.0084569	0.0109	0.0128114	0.00786371	0.00343133	0.0133513	0.0159165	0.0199073	0.0238248	0.0107314	0.0237073	0.0158804	0.00948917	0.00861854	0.00764911	0.00376576	0.015143	0.0215525	0.0225199	0.00113818	0.00313246	0.00291606	0.00764333	0.0112046	0.00261649	0.00384418	0.00481242	0.00202249	0.00639716	0.00683256	0.00183435	0.000355704	0.0107198	0.0010045	0.00122364	0.00180049	0.000440524	0.00065419	0.00300091	0.0019556	0.4174023
780	-19580.88	-19618.53	37.65195	0.0213994	0.0190115	0.0143378	0.0236901	0.0101372	0.00962469	0.0125738	0.0152575	0.00786371	0.00336758	0.0150514	0.0183176	0.0195819	0.0225089	0.00925234	0.0275996	0.0160596	0.00900309	0.0107222	0.00739364	0.00423152	0.0142768	0.021774	0.0213395	0.00135844	0.00287262	0.00226569	0.00736698	0.0125277	0.00191835	0.00441119	0.00495585	0.00147188	0.00646292	0.00749804	0.00254476	0.000525571	0.0132104	0.00189107	0.000579689	0.00326294	0.000509182	0.000718868	0.00338934	0.00263578	0.4367527
790	-19578.26	-19616.31	38.05156	0.0186185	0.0190341	0.0139741	0.0183556	0.0100994	0.00836727	0.0101848	0.0134235	0.00815625	0.00239802	0.0131028	0.0173288	0.0190981	0.0194276	0.0102706	0.0221066	0.01652	0.00900309	0.0100235	0.00492164	0.0035382	0.0145104	0.0212323	0.0198252	0.00152122	0.00192632	0.00200804	0.0055832	0.011279	0.00158704	0.005023	0.00448532	0.00215244	0.00624684	0.00704962	0.00290866	0.000555297	0.011734	0.00129715	0.000374642	0.00218105	0.00079573	0.000718868	0.00231313	0.00153115	0.396792
800	-19580.01	-19617.99	37.98094	0.0193984	0.0160979	0.0160711	0.0216171	0.00996856	0.010622	0.0127045	0.014929	0.00730123	0.00348163	0.0131131	0.0157424	0.0185933	0.0197268	0.00920527	0.0206346	0.0170442	0.0092232	0.0108475	0.00443016	0.00445085	0.0135918	0.0217121	0.0224168	0.000811436	0.00178799	0.00196133	0.00732137	0.00822054	0.00201914	0.0056596	0.0044446	0.00181961	0.00670052	0.00722409	0.0020134	0.000586668	0.0110029	0.00110871	0.000326703	0.00216815	0.00121763	0.000420196	0.00263237	0.0014828	0.4038533
810	-19578.81	-19616.79	37.98772	0.0195935	0.0182019	0.0141445	0.0225041	0.00949027	0.00911681	0.0108338	0.0111122	0.00731186	0.00307451	0.0124023	0.0157424	0.0190704	0.0242166	0.00878832	0.0209624	0.0163696	0.00980779	0.00767136	0.00665139	0.00435254	0.0142256	0.0216043	0.019881	0.00144684	0.00250373	0.00148036	0.00821313	0.0106785	0.00211264	0.00405131	0.00459052	0.000793062	0.00712435	0.00833298	0.00201934	0.000541574	0.0120783	0.00139973	0.000674038	0.00170368	0.00100193	0.000350223	0.00288533	0.00206441	0.4031753
